Row	Col	test	cond	YAK1	cons	logcons	GFPr	gRNA	ACT1	OD	GFP	mCH1	mCH2	mCH3	Clone
H	2	GPD1GFP	NA	VAR	11.9635482133238	1.07786000414487	22.6920561980855	NaN	24.5990856934256	0.761	4453	258	238	213	1
H	3	GPD1GFP	NA	WT	21.0764948823846	1.32379838738441	21.1232605164724	NaN	23.1751479886746	0.652	4441	222	232	187	2
H	4	GPD1GFP	NA	VAR	13.7592027293949	1.13859326963671	22.8324318515927	NaN	24.4588943331333	0.676	4087	214	192	242	2
H	5	GPD1GFP	NA	WT	15.5099658825642	1.1906108424925	21.2829372254071	NaN	23.7228462973147	0.648	4401	224	190	223	3
H	6	GPD1GFP	NA	VAR	31.5361824384988	1.4988091193594	20.3881235393561	NaN	22.3491684084694	0.708	4276	210	196	208	3
H	7	GPD1GFP	NA	WT	31.6259651643024	1.50004378822765	20.2269043306468	NaN	21.7815046671446	0.666	4488	236	223	251	4
H	8	GPD1GFP	NA	VAR	35.9355360028731	1.5555241270376	19.9674673534908	NaN	21.7464924686213	0.683	4151	250	230	239	4
H	9	GPD1GFPgRNA	NA	WT	39.3472795834082	1.59491471121209	18.6172310330757	25.9824445443176	21.5081088756124	0.797	9067	993	938	1022	8
H	10	GPD1GFPgRNA	NA	delta	28.7978093014904	1.45935945149323	19.7009350510218	27.0445324736641	23.6917502363821	0.814	6853	1111	1089	1109	8
H	11	DNA	14	NA	NA	0	NaN	NaN	18.8580467441597	NA	NA	NA	NA	NA	NA
H	12	DNA	14	NA	NA	0	NaN	NaN	18.7235040490792	NA	NA	NA	NA	NA	NA
