target_id	length	eff_length	est_counts	tpm
YLR148W	2757	2558	2672	18.8409
YOR342C	960	761	4680	110.925
YOL070C	1506	1307	4303	59.383
YDL160C	1521	1322	2873	39.1986
YIL043C	855	656	11969	329.095
YLR124W	345	146	5	0.617709
YGR231C	933	734	4944	121.492
YPR202W	717	518	1061	36.9448
YGR034W	384	185	36465.9	3555.35
YMR266W	2862	2663	8267	55.9943
YNL021W	2121	1922	3159	29.6458
YPL107W	747	548	867	28.5368
YGR088W	1689	1490	1476	17.8676
YHR173C	339	140	9	1.15953
YCR063W	474	275	182	11.9373
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	5052	71.5255
YML092C	753	554	5400	175.813
YPR097W	3222	3023	4986	29.7496
YBR201C-A	204	26.1481	14	9.65727
YNL056W	594	395	1633	74.5686
YAL020C	1002	803	1223	27.4712
YDL025C	1863	1664	1359	14.731
YDL243C	990	791	287.355	6.55252
YFL017C	480	281	1472	94.4862
YGL197W	4464	4265	3173	13.4189
YLR256W-A	1323	1124	2.16383e-06	3.47234e-08
YHR092C	1731	1532	1446.38	17.0291
YLL011W	1470	1271	5856	83.1041
YDR379C-A	240	46.2784	164	63.9193
YDR113C	1122	923	1133	22.1409
YLR189C	3597	3398	4285	22.7454
YNR074C	1137	938	1508	28.9978
YOL159C	516	317	449	25.5478
YDL247W	1830	1631	130.524	1.44346
YFL028C	870	671	2373	63.7884
YML032C	1416	1217	2351	34.8441
YBR256C	717	518	5855	203.875
YOR081C	2250	2051	2204	19.3826
YLR442C	2937	2738	2406	15.85
YPL024W	726	527	913	31.2483
YMR257C	2403	2204	1007	8.24109
YDL219W	453	254	1436	101.974
YKL122C	504	305	2278	134.716
YKR040C	504	305	17	1.00535
YDL080C	1830	1631	1905	21.0672
YGL240W	753	554	240	7.81391
YEL001C	678	479	7703	290.062
YLR374C	390	191	8	0.755481
YPR168W	474	275	390	25.5799
YDL034W	345	146	0	0
YHR109W	1758	1559	620	7.17319
YJL060W	1335	1136	2291	36.3759
YPL061W	1503	1304	24849	343.715
YDR223W	1404	1205	154	2.30516
YER174C	735	536	2022	68.0429
YGR104C	924	725	1045	25.9983
YLR240W	2628	2429	2041	15.1559
YPR062W	477	278	6933	449.825
YDR402C	1470	1271	30	0.425738
YLR037C	375	176	62.2323	6.37779
YMR146C	1044	845	20303	433.381
YGR241C	1707	1508	1788	21.3862
YGL062W	3537	3338	6203.21	33.5195
YPR057W	1026	827	1645	35.8779
YIL012W	342	143	12	1.5136
YDR156W	414	215	1090	91.4439
YJR113C	744	545	1509	49.9413
YLR416C	399	200	3	0.270556
YPR131C	588	389	1203	55.7805
YLR029C	615	416	96071.8	4165.52
YMR155W	1644	1445	1141	14.2424
YNL180C	996	797	4234	95.8207
YGR164W	336	137	1	0.131657
YOL106W	354	155	61	7.09847
YIL140W	2472	2273	2883	22.8777
YIL171W-A	453	254	0	0
YDR272W	825	626	3916	112.833
YDR114C	303	104.031	1	0.173382
YOR238W	912	713	1217	30.787
YPR077C	372	173	1.51923	0.158396
YKL142W	660	461	3547	138.78
YLR139C	1932	1733	796	8.28478
YNR044W	2178	1979	6061	55.2415
YPR009W	807	608	1278	37.9135
YHR032W	1746	1547	5159	60.1509
YDR429C	825	626	15070	434.216
YGL079W	657	458	825	32.4904
YNR031C	4740	4541	3487	13.8506
YHR084W	2067	1868	4390	42.3891
YOR004W	765	566	3055	97.3557
YMR086C-A	339	140	3	0.386509
YMR233W	681	482	919	34.3902
YMR244W	1068	869	46	0.954783
YLL010C	1284	1085	1864	30.9872
YNL188W	1302	1103	2019	33.0162
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	28895	313.776
YIL005W	2106	1907	3603	34.0785
YOR365C	2112	1913	17	0.160288
YNR030W	1656	1457	4101	50.7688
YBR265W	963	764	2473	58.3845
Q0055	2565	2366	42	0.320185
YGL131C	4212	4013	1917	8.61628
YDL162C	357	158	4	0.456635
YDR246W-A	201	24.9909	4	2.88699
YHR033W	1272	1073	497	8.35456
YNR040W	771	572	712	22.4518
YNR034W	966	767	603	14.1804
YEL076C	651	452	95.1652	3.79758
YHL046W-A	327	128.001	0	0
YDL071C	375	176	18	1.8447
YOR173W	1062	863	673	14.066
YOR337W	2280	2081	3309	28.6808
YGL104C	1461	1262	794	11.3482
YNL181W	1224	1025	2811	49.4656
YDR164C	2175	1976	2760	25.1935
YGR243W	441	242	83	6.18628
YOR107W	930	731	1612	39.7754
YDR464W	4308	4109	4512	19.8061
YGR210C	1236	1037	5110	88.881
YLR012C	300	101.044	1	0.178508
YOR168W	2430	2231	22931	185.392
YLR054C	2175	1976	92	0.839784
YNL002C	969	770	10685	250.294
YHR193C	525	326	25245	1396.77
YNL294C	1602	1403	2565	32.9759
YOR005C	2835	2636	820	5.61093
YPR147C	915	716	1802	45.395
YBR092C	1404	1205	16780.3	251.177
YJL028W	336	137	0	0
YOR242C	1116	917	155	3.0488
YLR077W	1752	1553	2970	34.4946
YCR081W	4284	4085	2054	9.06933
YOR396C-A	483	284	0	0
YLR458W	381	182	0	0
YBL040C	660	461	3511	137.371
YJR127C	4143	3944	3526	16.1255
YJL176C	2478	2279	3687	29.1807
YLR453C	1188	989	296	5.39836
YCR007C	720	521	176	6.09315
YHR128W	651	452	10190	406.633
YOR297C	579	380	810	38.4475
YDR225W	399	200	15521	1399.77
YPR020W	348	149	1399	169.355
YJR003C	1560	1361	2912	38.5922
YIL101C	1944	1745	167	1.72619
YHR136C	447	248	11	0.800033
YPR114W	948	749	3695	88.9814
YPL189W	1830	1631	220	2.43296
YJL056C	2643	2444	1409	10.3986
YPR169W-A	219	33.0557	19	10.3675
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	788	10.352
YDR482C	408	209	662	57.1319
YJL122W	528	329	4266	233.879
YBL058W	1272	1073	7313	122.931
YLL039C	1146	947	6762	128.793
YKL107W	930	731	32	0.789586
YCL017C	1494	1295	3597	50.1
YER085C	522	323	12	0.670109
YMR186W	2118	1919	114294	1074.28
YCR065W	1695	1496	1932	23.2939
YOR388C	1131	932	37.7238	0.730073
YLR002C	1992	1793	7177	72.1987
YFL045C	765	566	23325	743.313
YPR091C	2313	2114	3831	32.6869
YOL083W	1239	1040	415	7.1975
YLR307C-A	264	66.2053	9	2.45198
YDR366C	399	200	850	76.6577
Q0065	1671	1472	75.6716	0.927239
YER190C-A	576	377	2.74069	0.131125
YDR545C-A	480	281	0	0
YNL020C	1917	1718	904	9.491
YGL125W	1803	1604	3504	39.4027
YKR038C	1161	962	3554	66.636
YDL215C	3279	3080	3497	20.4791
YLR354C	1008	809	25203	561.915
YCR022C	345	146	6	0.74125
YFR008W	666	467	373	14.4065
YDR284C	870	671	2746	73.815
YFL013C	2079	1880	3036	29.128
YKL051W	1062	863	1907	39.8572
YPR174C	666	467	717	27.6929
YMR091C	1308	1109	3416	55.5588
YJL143W	477	278	3787	245.707
YDR112W	309	110.015	0	0
YGR057C	729	530	1108	37.7077
YKL194C	1389	1190	1211	18.3554
YLR308W	939	740	1	0.0243745
YBR065C	1095	896	1194	24.036
YMR029C	1572	1373	2521	33.1184
YHL042W	453	254	30	2.13037
YPR121W	1719	1520	999	11.8546
YNL068C	2589	2390	3214	24.2557
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	5090	108.65
YGL178W	2580	2381	2208	16.7266
YMR148W	447	248	667	48.5111
YML058W	315	116.007	5748	893.714
YLR249W	3135	2936	232236	1426.72
YGR019W	1416	1217	2557	37.8972
YJL049W	1353	1154	1323	20.6786
YBR263W	1473	1274	11243	159.177
YOR249C	2058	1859	1347	13.0694
YBL097W	2265	2066	1256	10.9654
YCR020W-B	237	44.1265	202	82.5692
YPR044C	354	155	8	0.930947
YDR286C	345	146	369	45.5869
YDR170W-A	1323	1124	572.567	9.18812
YLR342W-A	174	17.1937	5	5.24526
YGR027W-A	1323	1124	5745.18	92.1943
YBL043W	774	575	333	10.4458
YLR018C	900	701	2362	60.7755
YMR076C	3834	3635	3604	17.8833
YOR251C	915	716	3033	76.4058
YAR070C	300	101.044	0.5	0.0892539
YBR124W	360	161	3	0.336095
YJR135W-A	264	66.2053	702	191.254
YOR186W	435	236	11	0.840712
YDR083W	1179	980	5864	107.928
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	3396.37	29.4381
YLR109W	531	332	41427	2250.67
YOR032C	1305	1106	39	0.636028
YOR091W	1038	839	4053	87.1327
YKR059W	1188	989	63346.5	1155.3
YBR205W	1215	1016	5734.28	101.801
YLR316C	969	770	1180	27.6413
YDR406W-A	246	50.8321	0	0
YLR292C	582	383	2583	121.644
YCR044C	1074	875	2340	48.2364
YLR216C	1116	917	12573	247.307
YDR046C	1815	1616	8735	97.4963
YGR069W	336	137	14	1.8432
YJL092W	3525	3326	2947	15.9818
YDR096W	2685	2486	1009	7.32077
YML018C	1182	983	5021	92.1305
YLR445W	567	368	6	0.294083
YOR138C	2016	1817	2517	24.9859
YOR369C	432	233	82014	6348.9
YGR246C	1791	1592	2867	32.4826
YJR145C	786	587	87033.2	2674.32
YJR138W	4755	4556	2642	10.4596
YHR059W	393	194	512	47.6031
YLR138W	2958	2759	7573	49.5089
YHL009W-B	5409	5210	1709.05	5.91675
YDR098C-B	5268	5069	16394.7	58.3375
YNL156C	900	701	2527	65.021
YNL106C	3552	3353	1189	6.3961
YNL286W	858	659	1119	30.6275
YNL093W	663	464	16	0.621969
YIL040W	417	218	1579	130.645
YKL104C	2154	1955	10370	95.6751
YLR186W	759	560	5490	176.828
YDR425W	1878	1679	1020	10.9576
YGL134W	1302	1103	1130	18.4786
YJR094W-A	279	80.3587	10792.4	2422.42
YDR293C	3753	3554	5854	29.71
YBL113W-A	483	284	0	0
YNR015W	1155	956	1823	34.395
YKL006W	417	218	41651.1	3446.17
YLR456W	615	416	287	12.4439
YDR448W	1305	1106	1626	26.5175
YIL166C	1629	1430	159	2.00552
YDR097C	3729	3530	3803	19.432
YER184C	2385	2186	673	5.55305
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	663	21.3546
YKL095W	837	638	530	14.9838
YLR368W	1797	1598	1741	19.6512
YOR194C	861	662	3596	97.978
YGR060W	930	731	16755	413.422
YHR041C	633	434	1202	49.9553
YBR115C	4179	3980	11679	52.9285
YCR097W	381	182	1043	103.366
YBR147W	891	692	167	4.35288
YFL003C	2637	2438	228	1.68682
YHR086W	1572	1373	1522	19.9945
YOL120C	561	362	60942	3036.51
YML079W	606	407	2267	100.467
YOR125C	702	503	944	33.8509
YLR065C	546	347	2951	153.393
YNL298W	2529	2330	2426	18.7803
YPL134C	933	734	779	19.1429
YER078C	1536	1337	2016	27.1973
YGL225W	1014	815	11226	248.447
YLR129W	2832	2633	10907	74.7173
YNL224C	2304	2105	2158	18.4912
YNL122C	348	149	411	49.7533
YGL066W	1974	1775	2242	22.7826
YCL067C	633	434	760.692	31.6145
YNL217W	981	782	2233	51.5049
YGL063W	1113	914	506	9.98553
YML030W	480	281	985	63.2261
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1242	36.6646
YOR261C	1017	818	8893	196.093
YLR191W	1161	962	1367	25.6307
YMR316W	1011	812	994	22.0799
YCR027C	630	431	668	27.9554
YDL046W	522	323	3108	173.558
YER125W	2430	2231	3073	24.8445
YMR263W	606	407	1220	54.067
YOL113W	1968	1769	1538	15.6818
YAL001C	3483	3284	3247	17.8339
YDR517W	1119	920	2752	53.9545
YBR197C	654	455	743	29.454
YDR192C	1293	1094	1499	24.7145
YJR132W	3147	2948	4383	26.817
YER021W	1572	1373	12980	170.518
YGL034C	366	167	5	0.540033
YKL014C	5295	5096	9062	32.0746
YDL106C	1680	1481	1463	17.8179
YGR197C	1644	1445	725	9.04976
YDR365C	1887	1688	13340	142.544
YNL280C	1317	1118	5769	93.0734
YCR030C	2613	2414	2678	20.0097
YDL154W	2706	2507	624	4.48949
YDR505C	2526	2327	3037	23.5405
YGL033W	657	458	32	1.26023
YMR211W	1428	1229	1495	21.941
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4198	131.687
YGL202W	1503	1304	15387	212.835
YIL176C	363	164	1.65056	0.181532
YOL147C	711	512	842	29.6626
YPR178W	1398	1199	1260	18.9548
YFR007W	1062	863	718	15.0065
YEL008W	381	182	6	0.59463
YGR072W	1164	965	2085	38.9714
YER022W	2064	1865	2692	26.0353
YNL069C	597	398	64698	2932.07
YIL118W	696	497	3922	142.337
YJR008W	1017	818	715	15.7659
YKL217W	1851	1652	80	0.873467
YAR060C	336	137	26.5	3.48892
YCL010C	780	581	1414	43.8975
YNL303W	348	149	2	0.242109
YPL036W	2844	2645	641.438	4.37417
YJR024C	735	536	2973	100.045
YBR042C	1194	995	2973	53.8938
YAL047C	1869	1670	1145	12.3668
YER056C-A	366	167	22687.7	2450.42
YFR011C	513	314	1316	75.595
YDR256C	1548	1349	185	2.47358
YFL065C	309	110.015	7.07475	1.15991
YNL287W	2808	2609	15535	107.4
YAL065C	387	188	0	0
YGR103W	1818	1619	21184	236.009
YLR061W	366	167	28379	3065.12
YLR171W	390	191	2	0.18887
YGR161W-A	1317	1118	0	0
YOR281C	861	662	3744	102.01
YBR162C	1368	1169	27281	420.933
YJL078C	2646	2447	2660	19.6071
YMR114C	1107	908	597	11.8592
YJL152W	360	161	1	0.112032
YGR251W	591	392	1266	58.2525
YJL067W	351	152	5	0.593326
YBR094W	2262	2063	2866	25.0578
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	2715	30.9354
YGR031C-A	492	293	3	0.18468
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	802	4.29889
YOR260W	1737	1538	8201	96.1783
YKL021C	1407	1208	6656	99.3832
YKR028W	3102	2903	6302	39.156
YOR374W	1560	1361	3986	52.8258
YHL026C	948	749	727	17.5073
YNR062C	984	785	33	0.758248
YHR014W	876	677	15	0.39964
YCR028C	1539	1340	2310	31.0938
YDL015C	933	734	10085	247.826
YJL102W	2460	2261	1135	9.05445
YCR016W	873	674	3625	97.0096
YER058W	324	125.002	339	48.9158
YER149C	1263	1064	2021	34.2603
YJL147C	1149	950	839	15.9296
YDL035C	2886	2687	3937	26.428
YDR533C	714	515	1360	47.632
YGL222C	528	329	609	33.3878
YDL090C	1296	1097	1654	27.1954
YBR177C	1356	1157	6876	107.194
YJL034W	2049	1850	21503	209.65
YML012C-A	378	179	1	0.100766
YNR059W	1743	1544	1080	12.6166
YOR034C-A	243	48.5146	8	2.9743
YGR156W	1278	1079	652	10.8992
YLR066W	555	356	2699	136.748
YBR125C	1182	983	1467	26.918
YOR376W	369	170	0	0
YBR173C	447	248	2444	177.753
YCL023C	348	149	0	0
YHR057C	618	419	2432	104.693
YAL051W	3144	2945	1975	12.0962
YOL162W	648	449	19	0.763263
YOR077W	699	500	490	17.6764
YLR234W	1971	1772	366	3.7255
YDR198C	1440	1241	1724	25.0572
YJR124C	1347	1148	2932	46.0669
YHR107C	1224	1025	4555	80.1551
YER112W	564	365	2881	142.37
YLL066C	3618	3419	5519.44	29.1181
YCL026C-A	582	383	24	1.13026
YLR174W	1239	1040	248	4.30115
YCR018C-A	255	58.2335	839.047	259.884
YGR108W	1416	1217	5236	77.6025
YDR346C	1446	1247	13127	189.874
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	15550	172.283
YER165C-A	357	158	0	0
YKR092C	1221	1022	10082	177.935
YLR269C	351	152	0	0
YEL069C	1695	1496	8	0.0964551
YLR117C	2064	1865	2266	21.9153
YLR385C	399	200	106	9.55966
YBR250W	1572	1373	157	2.06251
YDR143C	1833	1634	2012	22.2097
YER185W	912	713	107	2.70683
YGL007W	378	179	5	0.50383
YAL031C	2283	2084	1359	11.7622
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2118	26.22
YGR139W	339	140	0	0
YLR089C	1779	1580	5020	57.3077
YKL222C	2118	1919	1061	9.97257
YKL155C	1887	1688	2439	26.0619
YGR154C	1071	872	498	10.301
YNL277W	1461	1262	333	4.75939
YOL061W	1491	1292	9509	132.751
YDL014W	984	785	19467	447.297
YFR013W	2364	2165	3493	29.101
YCL064C	1083	884	2371	48.3778
YDR493W	372	173	455	47.4386
YLR345W	1530	1331	1460	19.7852
YGL022W	2157	1958	12843	118.31
YLR192C	798	599	5944	178.986
YOR265W	321	122.003	817	120.786
YCL019W	5313	5114	5448.15	19.2156
YDR031W	366	167	377	40.7185
YOR333C	417	218	1	0.082739
YDL190C	2886	2687	4907	32.9394
YKR083C	402	203	471	41.8496
YBR141C	1014	815	1276	28.2397
YAL008W	597	398	1342	60.8186
YDR453C	591	392	317	14.5861
YDR191W	1113	914	517	10.2026
YDR490C	2301	2102	1510	12.9572
YER107W-A	321	122.003	0	0
YLR459W	1185	986	2682	49.0624
YNL193W	1677	1478	1839	22.4426
YHR099W	11235	11036	6558	10.7183
YLR360W	1320	1121	1337	21.5126
YKL070W	510	311	3	0.173991
