target_id	length	eff_length	est_counts	tpm
YFR018C	1092	893	2052	39.6925
YKL007W	807	608	4691	133.274
YIL048W	3456	3257	3298	17.4911
YDL213C	678	479	4998	180.237
YDR443C	4263	4064	1483	6.30334
YNL292W	1212	1013	3202	54.6003
YKL183C-A	213	30.0561	1	0.574713
YOR324C	1809	1610	1767	18.9581
YNL134C	1131	932	6717	124.492
YKL100C	1764	1565	5025	55.4632
YOR192C-B	5313	5114	9392.36	31.7247
YPL021W	564	365	0	0
YIL146C	1590	1391	553	6.86722
YLR299C-A	93	7.96714	0	0
YNL218W	1764	1565	1154	12.7372
YIL121W	1629	1430	18715	226.067
YNL228W	777	578	30	0.896554
YDL167C	2160	1961	8124	71.5608
YPL214C	1623	1424	1779	21.5799
YOR228C	909	710	597	14.5244
YBR270C	1638	1439	779	9.35104
YGR222W	882	683	1367	34.5725
YEL063C	1773	1574	6798	74.6036
YAL068W-A	255	58.2335	0	0
YML020W	1995	1796	1662	15.9848
YGR121C	1479	1280	511	6.89595
YBR222C	1632	1433	4259	51.3387
YDL095W	2454	2255	19423	148.783
YDL003W	1701	1502	4366	50.2108
YOR323C	1371	1172	13427	197.895
YMR183C	888	689	4837	121.266
YOR274W	1287	1088	1531	24.3069
YER146W	282	83.2735	2056	426.48
YML075C	3165	2966	6635	38.6414
YOL035C	303	104.031	0	0
YPL063W	1431	1232	6610	92.6774
YDR457W	9807	9608	7851	14.1148
YLR273C	1947	1748	702	6.93711
YDR181C	1446	1247	1471	20.3765
YLR434C	384	185	50	4.66854
YGL097W	1449	1250	7982	110.302
YCL056C	435	236	489	35.7915
YJL083W	1815	1616	513	5.48352
YMR242W-A	90	7.80345	0	0
YOR026W	1026	827	1362	28.4482
YPL140C	1521	1322	1318	17.2213
YNR016C	6702	6503	41504	110.245
YER123W	1575	1376	2832	35.5515
YGR055W	1725	1526	8556	96.8499
YKR054C	12279	12080	3615	5.16921
YMR315W	1050	851	8715	176.897
YAL024C	4308	4109	1982	8.33203
YKL202W	582	383	121	5.4572
YKL187C	2253	2054	236	1.9847
YDR383C	717	518	553	18.4407
YDR396W	501	302	2	0.114395
YGR115C	780	581	1	0.0297308
YKL055C	837	638	211	5.71275
YDR035W	1113	914	16893	319.259
YBL062W	381	182	1	0.0949099
YHR160C	852	653	34	0.899392
YGR047C	3078	2879	2777	16.6616
YDR119W	2307	2108	7332	60.0807
YBR208C	5508	5309	1987	6.465
YER151C	2739	2540	6530	44.4081
YLR070C	1071	872	176	3.48642
YPR019W	2802	2603	3939	26.1394
YPL228W	1650	1451	2596	30.9044
YPR190C	1965	1766	5603	54.8041
YGR041W	1644	1445	1828	21.852
YDR353W	960	761	22103	501.706
YHR097C	1101	902	1010	19.3418
YPL047W	300	101.044	468	80.0054
YPL014W	1146	947	2638	48.118
YGR007W	972	773	3695	82.5692
YML116W	1629	1430	1894	22.8785
YOL137W	1494	1295	1923	25.6503
YGL155W	1131	932	2621	48.5774
YER061C	1329	1130	1423	21.7525
YKL214C	612	413	1515	63.3644
YPL119C	1854	1655	212	2.21269
YDL125C	477	278	6513	404.687
YHR186C	4674	4475	2783	10.7424
YKL011C	1062	863	931	18.6347
YLL019C	2214	2015	1333	11.4272
YNL257C	3690	3491	3644	18.0307
YGL199C	471	272	9	0.571553
YJR092W	4344	4145	4782	19.9282
YDR010C	333	134.001	4	0.515628
YBL059W	582	383	471	21.2425
YBR291C	900	701	699	17.2243
YPL189C-A	207	27.3759	163	102.85
YDR262W	819	620	2090	58.2288
YFL012W	447	248	21	1.46268
YLR078C	735	536	1864	60.0709
YDR072C	1584	1385	4619	57.6078
YDR179C	489	290	360	21.4431
YKL153W	510	311	30	1.66626
YOR108C-A	210	28.6775	0	0
YGR220C	810	611	2040	57.6729
YIL053W	753	554	57703	1799.17
YMR161W	675	476	1795	65.1389
YER011W	765	566	215	6.56153
YDR258C	2436	2237	3636	28.0764
YDR467C	327	128.001	16	2.15918
YGL162W	900	701	675	16.6329
YNL243W	2907	2708	9921	63.2834
YBR234C	1155	956	7039	127.185
YNL047C	1971	1772	1687	16.445
YKL038W	3513	3314	1787	9.31441
YFL053W	1776	1577	38	0.416232
YOR200W	399	200	1	0.086368
YKR060W	825	626	2385	65.8108
YPR200C	393	194	70	6.23275
YLR411W	726	527	145	4.7527
YLR318W	2655	2456	1051	7.39192
YHR150W	1740	1541	1136	12.7338
YGL219C	1380	1181	2301	33.655
YFL009W	2340	2141	4220.81	34.0536
YBR045C	1920	1721	255	2.55942
YMR039C	879	680	3497	88.8321
YKL195W	1212	1013	5669	96.6674
YPR127W	1038	839	1847	38.0266
YPL188W	1245	1046	2083	34.3986
YGL147C	576	377	59827.3	2741.2
YDR217C	3930	3731	3639	16.8477
YML015C	1041	842	2224	45.6253
YJR126C	2436	2237	5152	39.7826
YPR026W	3636	3437	1007	5.06096
YHR073W	2991	2792	6289	38.9089
YMR274C	948	749	820	18.911
YMR008C	1995	1796	4570	43.9534
YHR125W	306	107.022	0	0
YER119C-A	372	173	1	0.0998475
YDL227C	1761	1562	5928	65.5557
YOR197W	1299	1100	5813	91.2832
YDR034C-C	1317	1118	859.152	13.2743
YNL081C	432	233	1666	123.51
YKL096W-A	279	80.3587	40105	8620.82
YDR532C	1158	959	1032	18.5885
YNL319W	441	242	1	0.0713785
YDR049W	1899	1700	2750	27.9426
YBR113W	483	284	0	0
YKL170W	417	218	816	64.6572
YJL043W	774	575	18	0.540739
YGL047W	609	410	649	27.3429
YLR006C	2139	1940	1293	11.5128
YHR079C	3348	3149	3096	16.9829
YPR171W	1731	1532	1686	19.01
YML063W	768	569	109368	3320.18
YLR178C	660	461	1407	52.7201
YHL029C	2040	1841	4038	37.8875
YJL090C	2295	2096	1971	16.2435
YBR008C	1647	1448	1062	12.6689
YDR372C	1038	839	5494	113.112
YOR184W	1188	989	15386	268.728
YHR218W	1812	1613	326.117	3.49239
YMR203W	1164	965	6559	117.407
YBL006W-A	150	13.0193	0	0
YIR008C	1230	1031	1951	32.6875
YBL024W	2055	1856	10125	94.2324
YDR317W	1245	1046	199	3.28628
YOL166C	339	140	1	0.123383
YJL087C	2484	2285	2850	21.5448
YJL038C	660	461	22	0.824337
YDR043C	696	497	240	8.34138
YHR028C	2457	2258	7472	57.1605
YOR340C	981	782	7690	169.865
YCL044C	1254	1055	1139	18.6489
YEL072W	696	497	232	8.06333
YFR022W	2202	2003	860	7.41653
YIR010W	1731	1532	1942	21.8964
YBL008W	2523	2324	2336	17.3628
YMR178W	825	626	2496	68.8737
YOL008W	624	425	752	30.5641
YHR017W	1158	959	1657	29.8461
YKR101W	1965	1766	787	7.69781
YMR095C	675	476	1272	46.1597
YHR198C	966	767	1336	30.0881
YOR076C	2244	2045	2035	17.1891
YGL015C	393	194	13	1.15751
YNL219C	1668	1469	4522	53.1731
YLR210W	1383	1184	1466	21.3878
YIL034C	864	665	4212	109.408
YLR148W	2757	2558	2434	16.4363
YOR342C	960	761	5133	116.512
YOL070C	1506	1307	4850	64.0987
YDL160C	1521	1322	2726	35.6187
YIL043C	855	656	13837	364.352
YLR124W	345	146	1	0.118312
YGR231C	933	734	5206	122.516
YPR202W	717	518	786.582	26.23
YGR034W	384	185	35592.9	3323.34
YMR266W	2862	2663	8105	52.5733
YNL021W	2121	1922	3058	27.4832
YPL107W	747	548	946	29.819
YGR088W	1689	1490	1545	17.9112
YHR173C	339	140	4	0.493531
YCR063W	474	275	205	12.8767
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	5919	80.2531
YML092C	753	554	6177	192.598
YPR097W	3222	3023	4706	26.8904
YBR201C-A	204	26.1481	28	18.497
YNL056W	594	395	1657	72.4617
YAL020C	1002	803	1416	30.4601
YDL025C	1863	1664	1545	16.0383
YDL243C	990	791	300.229	6.55632
YFL017C	480	281	1676	103.027
YGL197W	4464	4265	3263	13.2154
YLR256W-A	1323	1124	5.65168e-07	8.68549e-09
YHR092C	1731	1532	1276.22	14.3897
YLL011W	1470	1271	5697	77.4255
YDR379C-A	240	46.2784	163	60.8404
YDR113C	1122	923	1304	24.4039
YLR189C	3597	3398	4096	20.8219
YNR074C	1137	938	1513	27.8624
YOL159C	516	317	426	23.2131
YDL247W	1830	1631	113.824	1.20549
YFL028C	870	671	2616	67.3439
YML032C	1416	1217	2669	37.8827
YBR256C	717	518	6581	219.455
YOR081C	2250	2051	2602	21.9142
YLR442C	2937	2738	2381	15.0214
YPL024W	726	527	958	31.4006
YMR257C	2403	2204	932	7.30445
YDL219W	453	254	1376	93.5767
YKL122C	504	305	2829	160.22
YKR040C	504	305	19	1.07606
YDL080C	1830	1631	2083	22.0607
YGL240W	753	554	279	8.69916
YEL001C	678	479	8590	309.771
YLR374C	390	191	8	0.723502
YPR168W	474	275	379	23.8062
YDL034W	345	146	3	0.354937
YHR109W	1758	1559	716	7.93323
YJL060W	1335	1136	2456	37.3451
YPL061W	1503	1304	26613	352.533
YDR223W	1404	1205	145	2.07857
YER174C	735	536	2006	64.6471
YGR104C	924	725	1109	26.4227
YLR240W	2628	2429	1997	14.2015
YPR062W	477	278	7621	473.533
YDR402C	1470	1271	40	0.543623
YLR037C	375	176	60.5357	5.94131
YMR146C	1044	845	21887	447.417
YGR241C	1707	1508	2003	22.9437
YGL062W	3537	3338	7068.1	36.5763
YPR057W	1026	827	1785	37.2834
YIL012W	342	143	9	1.08715
YDR156W	414	215	1308	105.088
YJR113C	744	545	1597	50.6164
YLR416C	399	200	3	0.259104
YPR131C	588	389	1315	58.3928
YLR029C	615	416	94400.1	3919.79
YMR155W	1644	1445	1115	13.3288
YNL180C	996	797	4302	93.2385
YGR164W	336	137	1	0.126084
YOL106W	354	155	72	8.02387
YIL140W	2472	2273	3154	23.9687
YIL171W-A	453	254	0	0
YDR272W	825	626	4227	116.638
YDR114C	303	104.031	3	0.498128
YOR238W	912	713	1397	33.8446
YPR077C	372	173	3.38877	0.33836
YKL142W	660	461	3615	135.454
YLR139C	1932	1733	851	8.48231
YNR044W	2178	1979	7168	62.5656
YPR009W	807	608	1306	37.1042
YHR032W	1746	1547	5531	61.7585
YDR429C	825	626	15657	432.033
YGL079W	657	458	981	36.9987
YNR031C	4740	4541	3311	12.5948
YHR084W	2067	1868	4784	44.2382
YOR004W	765	566	3275	99.9489
YMR086C-A	339	140	5	0.616914
YMR233W	681	482	977	35.0131
YMR244W	1068	869	36	0.715593
YLL010C	1284	1085	2225	35.4228
YNL188W	1302	1103	2113	33.0908
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	33919.4	352.746
YIL005W	2106	1907	3892	35.2537
YOR365C	2112	1913	19	0.171562
YNR030W	1656	1457	4260	50.5049
YBR265W	963	764	2710	61.2716
Q0055	2565	2366	16	0.116812
YGL131C	4212	4013	1692	7.28307
YDL162C	357	158	1	0.109327
YDR246W-A	201	24.9909	3	2.07359
YHR033W	1272	1073	522	8.40338
YNR040W	771	572	851	25.699
YNR034W	966	767	747	16.8232
YEL076C	651	452	81.5863	3.1179
YHL046W-A	327	128.001	0	0
YDL071C	375	176	20	1.96291
YOR173W	1062	863	706	14.1311
YOR337W	2280	2081	3722	30.8949
YGL104C	1461	1262	773	10.5804
YNL181W	1224	1025	2757	46.4618
YDR164C	2175	1976	2792	24.4068
YGR243W	441	242	75	5.35339
YOR107W	930	731	1590	37.5719
YDR464W	4308	4109	4705	19.7791
YGR210C	1236	1037	5903	98.328
YLR012C	300	101.044	0	0
YOR168W	2430	2231	22793	176.476
YLR054C	2175	1976	117	1.02278
YNL002C	969	770	10630	238.466
YHR193C	525	326	26919	1426.34
YNL294C	1602	1403	2694	33.1683
YOR005C	2835	2636	857	5.61589
YPR147C	915	716	1938	46.7545
YBR092C	1404	1205	18961.1	271.807
YJL028W	336	137	0	0
YOR242C	1116	917	128	2.41115
YLR077W	1752	1553	3121	34.7141
YCR081W	4284	4085	1865	7.88624
YOR396C-A	483	284	0.000385581	2.3452e-05
YLR458W	381	182	0	0
YBL040C	660	461	3393	127.135
YJR127C	4143	3944	3550	15.548
YJL176C	2478	2279	3832	29.0445
YLR453C	1188	989	279	4.87294
YCR007C	720	521	188	6.23309
YHR128W	651	452	10989	419.955
YOR297C	579	380	844	38.3656
YDR225W	399	200	14539	1255.71
YPR020W	348	149	1253	145.261
YJR003C	1560	1361	2744	34.8264
YIL101C	1944	1745	200	1.97978
YHR136C	447	248	23	1.60199
YPR114W	948	749	4426	102.073
YPL189W	1830	1631	209	2.21348
YJL056C	2643	2444	1509	10.6653
YPR169W-A	219	33.0557	20	10.4512
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	948	11.9267
YDR482C	408	209	714	59.0113
YJL122W	528	329	4620	242.566
YBL058W	1272	1073	8168	131.492
YLL039C	1146	947	6338	115.607
YKL107W	930	731	38	0.897944
YCL017C	1494	1295	4254	56.7428
YER085C	522	323	14	0.748701
YMR186W	2118	1919	115839	1042.71
YCR065W	1695	1496	2053	23.705
YOR388C	1131	932	20.7232	0.384081
YLR002C	1992	1793	6980	67.2447
YFL045C	765	566	22707	692.989
YPR091C	2313	2114	4166	34.0406
YOL083W	1239	1040	457	7.59042
YLR307C-A	264	66.2053	6	1.56546
YDR366C	399	200	745	64.3442
Q0065	1671	1472	32.6532	0.383178
YER190C-A	576	377	2.2	0.100801
YDR545C-A	480	281	16.9988	1.04495
YNL020C	1917	1718	1069	10.7482
YGL125W	1803	1604	4011	43.1948
YKR038C	1161	962	4002	71.8596
YDL215C	3279	3080	3268	18.328
YLR354C	1008	809	27050	577.566
YCR022C	345	146	12	1.41975
YFR008W	666	467	385	14.2406
YDR284C	870	671	2658	68.4251
YFL013C	2079	1880	3208	29.4754
YKL051W	1062	863	2321	46.4566
YPR174C	666	467	779	28.814
YMR091C	1308	1109	3899	60.7302
YJL143W	477	278	4011	249.225
YDR112W	309	110.015	0	0
YGR057C	729	530	1074	35.0035
YKL194C	1389	1190	1218	17.68
YLR308W	939	740	2	0.0466854
YBR065C	1095	896	1164	22.4403
YMR029C	1572	1373	2464	30.9994
YHL042W	453	254	50	3.40032
YPR121W	1719	1520	1058	12.0233
YNL068C	2589	2390	3679	26.5898
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	5465	111.716
YGL178W	2580	2381	2079	15.0827
YMR148W	447	248	797	55.5124
YML058W	315	116.007	5408	805.257
YLR249W	3135	2936	238197	1401.4
YGR019W	1416	1217	2958	41.9847
YJL049W	1353	1154	1368	20.4769
YBR263W	1473	1274	11295	153.144
YOR249C	2058	1859	1288	11.9679
YBL097W	2265	2066	1166	9.7488
YCR020W-B	237	44.1265	173	67.7219
YPR044C	354	155	9	1.00298
YDR286C	345	146	322	38.0966
YDR170W-A	1323	1124	547.272	8.41047
YLR342W-A	174	17.1937	1	1.00465
YGR027W-A	1323	1124	5649.73	86.8249
YBL043W	774	575	351	10.5444
YLR018C	900	701	2630	64.8068
YMR076C	3834	3635	3629	17.2451
YOR251C	915	716	3231	77.9484
YAR070C	300	101.044	1	0.170952
YBR124W	360	161	1	0.107289
YJR135W-A	264	66.2053	680	177.419
YOR186W	435	236	10	0.731933
YDR083W	1179	980	6139	108.207
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	3631.4	30.1429
YLR109W	531	332	48535	2525.22
YOR032C	1305	1106	54	0.843377
YOR091W	1038	839	5153	106.092
YKR059W	1188	989	67345.4	1176.24
YBR205W	1215	1016	6007.58	102.138
YLR316C	969	770	1440	32.3039
YDR406W-A	246	50.8321	0	0
YLR292C	582	383	2613	117.848
YCR044C	1074	875	2196	43.3518
YLR216C	1116	917	13611	256.392
YDR046C	1815	1616	9309	99.505
YGR069W	336	137	11	1.38693
YJL092W	3525	3326	2859	14.8482
YDR096W	2685	2486	1083	7.52507
YML018C	1182	983	5167	90.7963
YLR445W	567	368	3	0.140817
YOR138C	2016	1817	2856	27.151
YOR369C	432	233	76399	5663.89
YGR246C	1791	1592	3126	33.9179
YJR145C	786	587	89330.5	2628.72
YJR138W	4755	4556	2671	10.1268
YHR059W	393	194	528	47.0127
YLR138W	2958	2759	7761	48.5902
YHL009W-B	5409	5210	1461.1	4.84423
YDR098C-B	5268	5069	19581.5	66.7277
YNL156C	900	701	2475	60.9874
YNL106C	3552	3353	1145	5.89868
YNL286W	858	659	1180	30.93
YNL093W	663	464	31	1.15406
YIL040W	417	218	1475	116.874
YKL104C	2154	1955	11142	98.4463
YLR186W	759	560	5699	175.79
YDR425W	1878	1679	1069	10.9979
YGL134W	1302	1103	1250	19.5757
YJR094W-A	279	80.3587	10397.3	2234.97
YDR293C	3753	3554	6203	30.1486
YBL113W-A	483	284	0	0
YNR015W	1155	956	2099	37.9261
YKL006W	417	218	40252.7	3189.49
YLR456W	615	416	283	11.751
YDR448W	1305	1106	1723	26.91
YIL166C	1629	1430	189	2.28302
YDR097C	3729	3530	3754	18.3697
YER184C	2385	2186	660	5.21527
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	837	25.8179
YKL095W	837	638	540	14.6203
YLR368W	1797	1598	1899	20.5273
YOR194C	861	662	4088	106.668
YGR060W	930	731	18119	428.154
YHR041C	633	434	1277	50.8258
YBR115C	4179	3980	12231	53.0838
YCR097W	381	182	938	89.0255
YBR147W	891	692	180	4.49314
YFL003C	2637	2438	255	1.80671
YHR086W	1572	1373	1491	18.7582
YOL120C	561	362	60760.4	2899.31
YML079W	606	407	2378	100.925
YOR125C	702	503	983	33.7574
YLR065C	546	347	2913	145.009
YNL298W	2529	2330	2731	20.2464
YPL134C	933	734	788	18.5444
YER078C	1536	1337	2122	27.4156
YGL225W	1014	815	10557	223.752
YLR129W	2832	2633	10560	69.2781
YNL224C	2304	2105	2267	18.603
YNL122C	348	149	525	60.8634
YGL066W	1974	1775	2636	25.6525
YCL067C	633	434	809.18	32.2061
YNL217W	981	782	2496	55.1342
YGL063W	1113	914	635	12.0008
YML030W	480	281	1130	69.4633
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1354	38.279
YOR261C	1017	818	8695	183.611
YLR191W	1161	962	1439	25.8386
YMR316W	1011	812	1034	21.9962
YCR027C	630	431	690	27.6538
YDL046W	522	323	3378	180.651
YER125W	2430	2231	2983	23.096
YMR263W	606	407	1435	60.9033
YOL113W	1968	1769	1549	15.1254
YAL001C	3483	3284	3168	16.6635
YDR517W	1119	920	3297	61.9034
YBR197C	654	455	895	33.9778
YDR192C	1293	1094	1598	25.2315
YJR132W	3147	2948	4493	26.3264
YER021W	1572	1373	13105	164.873
YGL034C	366	167	5	0.517174
YKL014C	5295	5096	8361	28.3408
YDL106C	1680	1481	1571	18.3233
YGR197C	1644	1445	836	9.99359
YDR365C	1887	1688	14789	151.339
YNL280C	1317	1118	5742	88.7165
YCR030C	2613	2414	3116	22.2968
YDL154W	2706	2507	562	3.87226
YDR505C	2526	2327	2954	21.9279
YGL033W	657	458	35	1.32004
YMR211W	1428	1229	1515	21.2933
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	3991	119.894
YGL202W	1503	1304	18576	246.069
YIL176C	363	164	1.25321	0.131997
YOL147C	711	512	998	33.67
YPR178W	1398	1199	1322	19.0456
YFR007W	1062	863	745	14.9117
YEL008W	381	182	9	0.854189
YGR072W	1164	965	2259	40.4364
YER022W	2064	1865	2632	24.3776
YNL069C	597	398	69891	3033.34
YIL118W	696	497	3991	138.71
YJR008W	1017	818	665	14.0427
YKL217W	1851	1652	97	1.01425
YAR060C	336	137	24.5	3.08907
YCL010C	780	581	1568	46.6179
YNL303W	348	149	0	0
YPL036W	2844	2645	647.404	4.22798
YJR024C	735	536	3163	101.934
YBR042C	1194	995	2880	49.998
YAL047C	1869	1670	1138	11.7709
YER056C-A	366	167	23933.2	2475.53
YFR011C	513	314	1453	79.9317
YDR256C	1548	1349	195	2.49693
YFL065C	309	110.015	4.60841	0.72357
YNL287W	2808	2609	14988	99.2322
YAL065C	387	188	1.11001	0.101989
YGR103W	1818	1619	22004	234.767
YLR061W	366	167	28732	2971.89
YLR171W	390	191	5	0.452189
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4000	104.372
YBR162C	1368	1169	26816	396.244
YJL078C	2646	2447	3398	23.9868
YMR114C	1107	908	721	13.7162
YJL152W	360	161	4	0.429158
YGR251W	591	392	1457	64.2032
YJL067W	351	152	3	0.340926
YBR094W	2262	2063	3066	25.6718
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	2993	32.6595
YGR031C-A	492	293	5	0.294771
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	836	4.29145
YOR260W	1737	1538	8825	99.1155
YKL021C	1407	1208	6880	98.3795
YKR028W	3102	2903	6607	39.3134
YOR374W	1560	1361	3951	50.1455
YHL026C	948	749	725	16.7201
YNR062C	984	785	24	0.52811
YHR014W	876	677	20	0.510299
YCR028C	1539	1340	2210	28.4886
YDL015C	933	734	9800	230.629
YJL102W	2460	2261	1139	8.70174
YCR016W	873	674	4043	103.616
YER058W	324	125.002	354	48.918
YER149C	1263	1064	2213	35.9272
YJL147C	1149	950	766	13.928
YDL035C	2886	2687	3974	25.5472
YDR533C	714	515	1459	48.9363
YGL222C	528	329	614	32.2371
YDL090C	1296	1097	1788	28.1543
YBR177C	1356	1157	7658	114.331
YJL034W	2049	1850	22992	214.678
YML012C-A	378	179	5	0.482503
YNR059W	1743	1544	1136	12.7091
YOR034C-A	243	48.5146	8	2.8484
YGR156W	1278	1079	771	12.3429
YLR066W	555	356	2500	121.303
YBR125C	1182	983	1683	29.5742
YOR376W	369	170	0	0
YBR173C	447	248	2715	189.104
YCL023C	348	149	0	0
YHR057C	618	419	2536	104.549
YAL051W	3144	2945	2006	11.766
YOL162W	648	449	17	0.654012
YOR077W	699	500	538	18.5864
YLR234W	1971	1772	348	3.39233
YDR198C	1440	1241	1794	24.9709
YJR124C	1347	1148	2979	44.8241
YHR107C	1224	1025	5067	85.3906
YER112W	564	365	2984	141.218
YLL066C	3618	3419	5299.7	26.7754
YCL026C-A	582	383	30	1.35302
YLR174W	1239	1040	228	3.78691
YCR018C-A	255	58.2335	952.892	282.653
YGR108W	1416	1217	4611	65.4467
YDR346C	1446	1247	13432	186.062
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	15206	161.341
YER165C-A	357	158	0	0
YKR092C	1221	1022	12071	204.021
YLR269C	351	152	0	0
YEL069C	1695	1496	3.9758	0.0459067
YLR117C	2064	1865	2385	22.0898
YLR385C	399	200	105	9.06864
YBR250W	1572	1373	127	1.59778
YDR143C	1833	1634	2464	26.0478
YER185W	912	713	107	2.59225
YGL007W	378	179	2	0.193001
YAL031C	2283	2084	1455	12.06
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2144	25.4184
YGR139W	339	140	0	0
YLR089C	1779	1580	5473	59.8345
YKL222C	2118	1919	1054	9.48743
YKL155C	1887	1688	2500	25.583
YGR154C	1071	872	456	9.03299
YNL277W	1461	1262	415	5.68031
YOL061W	1491	1292	9991	133.576
YDL014W	984	785	20984	461.744
YFR013W	2364	2165	3611	28.8106
YCL064C	1083	884	2108	41.1909
YDR493W	372	173	474	47.3277
YLR345W	1530	1331	1399	18.1561
YGL022W	2157	1958	14226	125.503
YLR192C	798	599	6950	200.42
YOR265W	321	122.003	881	124.735
YCL019W	5313	5114	5548.83	18.7424
YDR031W	366	167	343	35.4781
YOR333C	417	218	0	0
YDL190C	2886	2687	4832	31.0629
YKR083C	402	203	469	39.908
YBR141C	1014	815	1512	32.0463
YAL008W	597	398	1387	60.1972
YDR453C	591	392	317	13.9687
YDR191W	1113	914	508	9.60065
YDR490C	2301	2102	1588	13.0497
YER107W-A	321	122.003	0	0
YLR459W	1185	986	2483	43.4994
YNL193W	1677	1478	1853	21.6563
YHR099W	11235	11036	6345	9.93123
YLR360W	1320	1121	1374	21.1721
