target_id	length	eff_length	est_counts	tpm
YJR127C	4143	3944	3389	14.2761
YJL176C	2478	2279	3982	29.0289
YLR453C	1188	989	294	4.93884
YCR007C	720	521	198	6.31396
YHR128W	651	452	10210	375.285
YOR297C	579	380	896	39.1741
YDR225W	399	200	17005	1412.61
YPR020W	348	149	1404	156.551
YJR003C	1560	1361	3104	37.8911
YIL101C	1944	1745	167	1.58999
YHR136C	447	248	25	1.6748
YPR114W	948	749	4039	89.5914
YPL189W	1830	1631	220	2.24101
YJL056C	2643	2444	1508	10.2512
YPR169W-A	219	33.0557	16	8.04171
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	790	9.5594
YDR482C	408	209	726	57.7118
YJL122W	528	329	4854	245.12
YBL058W	1272	1073	7967	123.359
YLL039C	1146	947	6505	114.123
YKL107W	930	731	40	0.909111
YCL017C	1494	1295	3501	44.9155
YER085C	522	323	7	0.360056
YMR186W	2118	1919	115520	1000.13
YCR065W	1695	1496	2148	23.8549
YOR388C	1131	932	20.5967	0.36716
YLR002C	1992	1793	7749	71.8025
YFL045C	765	566	24983	733.335
YPR091C	2313	2114	3565	28.0175
YOL083W	1239	1040	438	6.99705
YLR307C-A	264	66.2053	3	0.75284
YDR366C	399	200	987	81.9901
Q0065	1671	1472	75.3229	0.850146
YER190C-A	576	377	6.11911	0.269663
YDR545C-A	480	281	12.8387	0.759081
YNL020C	1917	1718	923	8.92591
YGL125W	1803	1604	3655	37.858
YKR038C	1161	962	3909	67.5095
YDL215C	3279	3080	3756	20.2604
YLR354C	1008	809	24208	497.147
YCR022C	345	146	14	1.59312
YFR008W	666	467	362	12.8785
YDR284C	870	671	2895	71.6804
YFL013C	2079	1880	3245	28.6768
YKL051W	1062	863	1679	32.3232
YPR174C	666	467	739	26.2907
YMR091C	1308	1109	3606	54.0217
YJL143W	477	278	4491	268.394
YDR112W	309	110.015	0	0
YGR057C	729	530	1163	36.4568
YKL194C	1389	1190	1322	18.4569
YLR308W	939	740	2	0.0449027
YBR065C	1095	896	1150	21.3238
YMR029C	1572	1373	2663	32.2237
YHL042W	453	254	39	2.55097
YPR121W	1719	1520	1175	12.8431
YNL068C	2589	2390	3263	22.6826
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	5359	105.366
YGL178W	2580	2381	2078	14.4997
YMR148W	447	248	740	49.574
YML058W	315	116.007	6058	867.598
YLR249W	3135	2936	231401	1309.43
YGR019W	1416	1217	2448	33.4191
YJL049W	1353	1154	1523	21.9264
YBR263W	1473	1274	12036	156.959
YOR249C	2058	1859	1454	12.9945
YBL097W	2265	2066	1367	10.9929
YCR020W-B	237	44.1265	258	97.1391
YPR044C	354	155	27	2.89405
YDR286C	345	146	419	47.6799
YDR170W-A	1323	1124	578.504	8.55095
YLR342W-A	174	17.1937	0	0
YGR027W-A	1323	1124	5896.98	87.1641
YBL043W	774	575	258	7.45463
YLR018C	900	701	2652	62.8535
YMR076C	3834	3635	3931	17.9669
YOR251C	915	716	3323	77.1066
YAR070C	300	101.044	0	0
YBR124W	360	161	0	0
YJR135W-A	264	66.2053	800	200.757
YOR186W	435	236	18	1.26717
YDR083W	1179	980	6746	114.365
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	2689.27	21.4702
YLR109W	531	332	42207	2112.13
YOR032C	1305	1106	53	0.79615
YOR091W	1038	839	4237	83.9017
YKR059W	1188	989	70359.9	1181.96
YBR205W	1215	1016	5905.4	96.5672
YLR316C	969	770	1429	30.833
YDR406W-A	246	50.8321	1	0.326841
YLR292C	582	383	2838	123.108
YCR044C	1074	875	2480	47.0888
YLR216C	1116	917	12279	222.468
YDR046C	1815	1616	8984	92.364
YGR069W	336	137	8	0.970158
YJL092W	3525	3326	2988	14.9256
YDR096W	2685	2486	953	6.36892
YML018C	1182	983	5521	93.3122
YLR445W	567	368	3	0.13544
YOR138C	2016	1817	2813	25.7211
YOR369C	432	233	92053	6563.81
YGR246C	1791	1592	3185	33.2384
YJR145C	786	587	92515.3	2618.48
YJR138W	4755	4556	2590	9.44474
YHR059W	393	194	597	51.1266
YLR138W	2958	2759	8567	51.5883
YHL009W-B	5409	5210	1610.6	5.13598
YDR098C-B	5268	5069	17292.1	56.6761
YNL156C	900	701	2800	66.3612
YNL106C	3552	3353	1298	6.43154
YNL286W	858	659	1269	31.9927
YNL093W	663	464	36	1.28902
YIL040W	417	218	1682	128.187
YKL104C	2154	1955	10674	90.7099
YLR186W	759	560	6119	181.538
YDR425W	1878	1679	1004	9.93475
YGL134W	1302	1103	1261	18.9939
YJR094W-A	279	80.3587	12980.2	2683.63
YDR293C	3753	3554	5983	27.9689
YBL113W-A	483	284	1.64516	0.0962416
YNR015W	1155	956	1833	31.8551
YKL006W	417	218	47010.6	3582.72
YLR456W	615	416	336	13.419
YDR448W	1305	1106	1739	26.1227
YIL166C	1629	1430	208	2.41658
YDR097C	3729	3530	3923	18.4637
YER184C	2385	2186	642	4.87932
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	641	19.0171
YKL095W	837	638	608	15.8328
YLR368W	1797	1598	1856	19.2964
YOR194C	861	662	4371	109.698
YGR060W	930	731	17721	402.759
YHR041C	633	434	1284	49.1529
YBR115C	4179	3980	12842	53.6073
YCR097W	381	182	1159	105.8
YBR147W	891	692	216	5.18587
YFL003C	2637	2438	242	1.64913
YHR086W	1572	1373	1666	20.1594
YOL120C	561	362	68052.9	3123.29
YML079W	606	407	2298	93.8058
YOR125C	702	503	1013	33.4592
YLR065C	546	347	3295	157.761
YNL298W	2529	2330	2541	18.1185
YPL134C	933	734	808	18.289
YER078C	1536	1337	2085	25.9089
YGL225W	1014	815	11969	243.991
YLR129W	2832	2633	11532	72.7659
YNL224C	2304	2105	2404	18.9739
YNL122C	348	149	451	50.288
YGL066W	1974	1775	2296	21.4906
YCL067C	633	434	873.564	33.441
YNL217W	981	782	2488	52.8589
YGL063W	1113	914	545	9.9066
YML030W	480	281	1097	64.8596
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1401	38.0953
YOR261C	1017	818	9630	195.59
YLR191W	1161	962	1462	25.2491
YMR316W	1011	812	831	17.0027
YCR027C	630	431	768	29.6045
YDL046W	522	323	3256	167.477
YER125W	2430	2231	2799	20.8438
YMR263W	606	407	1319	53.8424
YOL113W	1968	1769	1653	15.5246
YAL001C	3483	3284	3427	17.3374
YDR517W	1119	920	2857	51.5937
YBR197C	654	455	713	26.0347
YDR192C	1293	1094	1531	23.2505
YJR132W	3147	2948	4523	25.4902
YER021W	1572	1373	13635	164.99
YGL034C	366	167	3	0.298455
YKL014C	5295	5096	9121	29.7363
YDL106C	1680	1481	1546	17.3432
YGR197C	1644	1445	754	8.66917
YDR365C	1887	1688	15182	149.428
YNL280C	1317	1118	6148	91.3621
YCR030C	2613	2414	2844	19.5734
YDL154W	2706	2507	580	3.84368
YDR505C	2526	2327	3389	24.1963
YGL033W	657	458	24	0.870602
YMR211W	1428	1229	1641	22.1835
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4322	124.879
YGL202W	1503	1304	14937	190.309
YIL176C	363	164	1.53411	0.155412
YOL147C	711	512	945	30.6645
YPR178W	1398	1199	1323	18.3322
YFR007W	1062	863	803	15.4589
YEL008W	381	182	12	1.09543
YGR072W	1164	965	2457	42.3011
YER022W	2064	1865	2985	26.5913
YNL069C	597	398	69772	2912.54
YIL118W	696	497	4423	147.855
YJR008W	1017	818	743	15.0907
YKL217W	1851	1652	96	0.965462
YAR060C	336	137	31	3.75936
YCL010C	780	581	1622	46.3819
YNL303W	348	149	2	0.223007
YPL036W	2844	2645	704.487	4.42508
YJR024C	735	536	3421	106.038
YBR042C	1194	995	3309	55.252
YAL047C	1869	1670	1181	11.7492
YER056C-A	366	167	25239.8	2510.98
YFR011C	513	314	1396	73.8635
YDR256C	1548	1349	201	2.47547
YFL065C	309	110.015	11.4328	1.72653
YNL287W	2808	2609	16570	105.517
YAL065C	387	188	0	0
YGR103W	1818	1619	24783	254.32
YLR061W	366	167	31661	3149.79
YLR171W	390	191	3	0.260953
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4317	108.342
YBR162C	1368	1169	29444	418.462
YJL078C	2646	2447	2933	19.9137
YMR114C	1107	908	645	11.8018
YJL152W	360	161	4	0.41277
YGR251W	591	392	1548	65.6083
YJL067W	351	152	0	0
YBR094W	2262	2063	3037	24.4579
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3193	33.5114
YGR031C-A	492	293	7	0.396921
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	823	4.06339
YOR260W	1737	1538	8432	91.0853
YKL021C	1407	1208	7514	103.342
YKR028W	3102	2903	6440	36.8564
YOR374W	1560	1361	3404	41.5533
YHL026C	948	749	757	16.7914
YNR062C	984	785	25	0.529108
YHR014W	876	677	17	0.41719
YCR028C	1539	1340	2545	31.5542
YDL015C	933	734	10788	244.185
YJL102W	2460	2261	1058	7.77426
YCR016W	873	674	4520	111.417
YER058W	324	125.002	368	48.9108
YER149C	1263	1064	2141	33.431
YJL147C	1149	950	886	15.4947
YDL035C	2886	2687	4221	26.0989
YDR533C	714	515	1369	44.1642
YGL222C	528	329	548	27.6732
YDL090C	1296	1097	1853	28.0636
YBR177C	1356	1157	6765	97.1423
YJL034W	2049	1850	20034	179.916
YML012C-A	378	179	10	0.928156
YNR059W	1743	1544	1229	13.2245
YOR034C-A	243	48.5146	8	2.73963
YGR156W	1278	1079	686	10.5627
YLR066W	555	356	2890	134.872
YBR125C	1182	983	1558	26.3323
YOR376W	369	170	0	0
YBR173C	447	248	2577	172.638
YCL023C	348	149	0	0
YHR057C	618	419	2475	98.1376
YAL051W	3144	2945	1948	10.9895
YOL162W	648	449	22	0.814049
YOR077W	699	500	541	17.9763
YLR234W	1971	1772	358	3.35655
YDR198C	1440	1241	1952	26.1326
YJR124C	1347	1148	2984	43.1848
YHR107C	1224	1025	4677	75.8085
YER112W	564	365	3084	140.377
YLL066C	3618	3419	5853.94	28.4461
YCL026C-A	582	383	28	1.2146
YLR174W	1239	1040	251	4.00972
YCR018C-A	255	58.2335	930.134	265.367
YGR108W	1416	1217	5596	76.3944
YDR346C	1446	1247	15095	201.113
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	16426	167.63
YER165C-A	357	158	0	0
YKR092C	1221	1022	10624	172.708
YLR269C	351	152	1	0.109303
YEL069C	1695	1496	5.50266	0.0611104
YLR117C	2064	1865	2522	22.4668
YLR385C	399	200	143	11.879
YBR250W	1572	1373	154	1.86348
YDR143C	1833	1634	2182	22.1859
YER185W	912	713	119	2.77288
YGL007W	378	179	4	0.371262
YAL031C	2283	2084	1497	11.9343
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2300	26.2266
YGR139W	339	140	0	0
YLR089C	1779	1580	5048	53.0807
YKL222C	2118	1919	1086	9.40219
YKL155C	1887	1688	2517	24.7734
YGR154C	1071	872	458	8.72616
YNL277W	1461	1262	452	5.9505
YOL061W	1491	1292	10174	130.829
YDL014W	984	785	20370	431.117
YFR013W	2364	2165	3457	26.5287
YCL064C	1083	884	2174	40.8584
YDR493W	372	173	473	45.4244
YLR345W	1530	1331	1517	18.9357
YGL022W	2157	1958	12878	109.272
YLR192C	798	599	6249	173.324
YOR265W	321	122.003	937	127.598
YCL019W	5313	5114	6129.16	19.912
YDR031W	366	167	359	35.7151
YOR333C	417	218	3	0.228633
YDL190C	2886	2687	5370	33.2033
YKR083C	402	203	573	46.8957
YBR141C	1014	815	1492	30.4148
YAL008W	597	398	1369	57.1471
YDR453C	591	392	319	13.5201
YDR191W	1113	914	557	10.1247
YDR490C	2301	2102	1481	11.7057
YER107W-A	321	122.003	0	0
YLR459W	1185	986	2673	45.0398
YNL193W	1677	1478	1830	20.5708
YHR099W	11235	11036	6819	10.2656
