target_id	length	eff_length	est_counts	tpm
YGR055W	1725	1526	9756	107.644
YKR054C	12279	12080	4729	6.59136
YMR315W	1050	851	9278	183.568
YAL024C	4308	4109	2291	9.38776
YKL202W	582	383	146	6.4184
YKL187C	2253	2054	225	1.8444
YDR383C	717	518	567	18.43
YDR396W	501	302	5	0.278764
YGR115C	780	581	9	0.260819
YKL055C	837	638	241	6.36018
YDR035W	1113	914	17262	317.993
YBL062W	381	182	6	0.555076
YHR160C	852	653	54	1.39237
YGR047C	3078	2879	3272	19.1357
YDR119W	2307	2108	8276	66.1032
YBR208C	5508	5309	2460	7.80181
YER151C	2739	2540	7771	51.5129
YLR070C	1071	872	213	4.11278
YPR019W	2802	2603	4831	31.249
YPL228W	1650	1451	2826	32.7927
YPR190C	1965	1766	6390	60.9232
YGR041W	1644	1445	2464	28.7108
YDR353W	960	761	22609	500.23
YHR097C	1101	902	1335	24.92
YPL047W	300	101.044	437	72.819
YPL014W	1146	947	4508	80.1506
YGR007W	972	773	4041	88.0202
YML116W	1629	1430	2118	24.9381
YOL137W	1494	1295	2262	29.41
YGL155W	1131	932	2782	50.259
YER061C	1329	1130	1436	21.3968
YKL214C	612	413	1593	64.9439
YPL119C	1854	1655	265	2.69601
YDL125C	477	278	6524	395.132
YHR186C	4674	4475	3758	14.1396
YKL011C	1062	863	1096	21.3832
YLL019C	2214	2015	1689	14.1133
YNL257C	3690	3491	4559	21.9883
YGL199C	471	272	20	1.23804
YJR092W	4344	4145	6195	25.1646
YDR010C	333	134.001	5	0.628255
YBL059W	582	383	504	22.1567
YBR291C	900	701	767	18.4226
YPL189C-A	207	27.3759	188	115.628
YDR262W	819	620	2630	71.4228
YFL012W	447	248	19	1.28996
YLR078C	735	536	2010	63.1399
YDR072C	1584	1385	4723	57.4171
YDR179C	489	290	417	24.2109
YKL153W	510	311	184	9.96163
YOR108C-A	210	28.6775	0	0
YGR220C	810	611	2069	57.0154
YIL053W	753	554	58745	1785.39
YMR161W	675	476	1915	67.7384
YER011W	765	566	269	8.00219
YDR258C	2436	2237	4270	32.1392
YDR467C	327	128.001	15	1.9731
YGL162W	900	701	780	18.7348
YNL243W	2907	2708	11585	72.0311
YBR234C	1155	956	8108	142.8
YNL047C	1971	1772	2044	19.4218
YKL038W	3513	3314	2189	11.1216
YFL053W	1776	1577	50	0.53384
YOR200W	399	200	9	0.757679
YKR060W	825	626	2258	60.7327
YPR200C	393	194	67	5.81495
YLR411W	726	527	165	5.27165
YLR318W	2655	2456	1246	8.54206
YHR150W	1740	1541	1354	14.7941
YGL219C	1380	1181	2624	37.4099
YFL009W	2340	2141	4755.15	37.3956
YBR045C	1920	1721	321	3.14049
YMR039C	879	680	3593	88.9654
YKL195W	1212	1013	5991	99.5778
YPR127W	1038	839	2204	44.2306
YPL188W	1245	1046	2186	35.1877
YGL147C	576	377	55557.6	2481.28
YDR217C	3930	3731	4253	19.193
YML015C	1041	842	2403	48.0523
YJR126C	2436	2237	5820	43.8056
YPR026W	3636	3437	1325	6.49096
YHR073W	2991	2792	7184	43.3235
YMR274C	948	749	842	18.9279
YMR008C	1995	1796	5836.73	54.7188
YHR125W	306	107.022	1	0.157326
YER119C-A	372	173	6	0.583953
YDL227C	1761	1562	6729	72.5341
YOR197W	1299	1100	7243	110.866
YDR034C-C	1317	1118	1244.11	18.7366
YNL081C	432	233	1745	126.099
YKL096W-A	279	80.3587	43205	9052.61
YDR532C	1158	959	1192	20.9281
YNL319W	441	242	1	0.0695757
YDR049W	1899	1700	3165	31.3471
YBR113W	483	284	5	0.296432
YKL170W	417	218	835	64.4916
YJL043W	774	575	25	0.732057
YGL047W	609	410	662	27.1861
YLR006C	2139	1940	1670	14.494
YHR079C	3348	3149	3913	20.9223
YPR171W	1731	1532	2084	22.904
YML063W	768	569	108411	3208.01
YLR178C	660	461	1520	55.5157
YHL029C	2040	1841	4261	38.97
YJL090C	2295	2096	2316	18.6046
YBR008C	1647	1448	1431	16.6396
YDR372C	1038	839	5992	120.249
YOR184W	1188	989	16072	273.619
YHR218W	1812	1613	42.1756	0.44025
YMR203W	1164	965	7680	134.001
YBL006W-A	150	13.0193	0	0
YIR008C	1230	1031	2066	33.74
YBL024W	2055	1856	11639	105.587
YDR317W	1245	1046	208	3.34815
YOL166C	339	140	1	0.120266
YJL087C	2484	2285	3111	22.9238
YJL038C	660	461	18	0.657422
YDR043C	696	497	348	11.7895
YHR028C	2457	2258	8413	62.7335
YOR340C	981	782	8465	182.261
YCL044C	1254	1055	1441	22.9977
YEL072W	696	497	278	9.41806
YFR022W	2202	2003	1199	10.0789
YIR010W	1731	1532	2253	24.7614
YBL008W	2523	2324	2565	18.5834
YMR178W	825	626	2661	71.572
YOL008W	624	425	821	32.5257
YHR017W	1158	959	1835	32.2174
YKR101W	1965	1766	984	9.38161
YMR095C	675	476	1064	37.6364
YHR198C	966	767	1359	29.833
YOR076C	2244	2045	2384	19.6284
YGL015C	393	194	15	1.30185
YNL219C	1668	1469	5309	60.8504
YLR210W	1383	1184	1551	22.0563
YIL034C	864	665	5178	131.103
YLR148W	2757	2558	2879	18.9502
YOR342C	960	761	5538	122.53
YOL070C	1506	1307	5384	69.3589
YDL160C	1521	1322	3350	42.6664
YIL043C	855	656	14100	361.9
YLR124W	345	146	3	0.345972
YGR231C	933	734	5505	126.28
YPR202W	717	518	1168.76	37.9898
YGR034W	384	185	34433	3133.83
YMR266W	2862	2663	9768	61.76
YNL021W	2121	1922	3502	30.6786
YPL107W	747	548	964	29.6189
YGR088W	1689	1490	1760	19.8884
YHR173C	339	140	5	0.601332
YCR063W	474	275	231	14.1433
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	7529	99.504
YML092C	753	554	6587	200.194
YPR097W	3222	3023	5357	29.8371
YBR201C-A	204	26.1481	29	18.6737
YNL056W	594	395	1849	78.8157
YAL020C	1002	803	1499	31.4311
YDL025C	1863	1664	1743	17.6367
YDL243C	990	791	315.48	6.71535
YFL017C	480	281	1774	106.297
YGL197W	4464	4265	4313	17.0268
YLR256W-A	1323	1124	9.03073e-05	1.35279e-06
YHR092C	1731	1532	1673.52	18.3926
YLL011W	1470	1271	5687	75.3374
YDR379C-A	240	46.2784	164	59.6675
YDR113C	1122	923	1544	28.1656
YLR189C	3597	3398	5059	25.0677
YNR074C	1137	938	1631	29.2768
YOL159C	516	317	506	26.876
YDL247W	1830	1631	132.873	1.37169
YFL028C	870	671	2587	64.9153
YML032C	1416	1217	3088	42.7228
YBR256C	717	518	6128	199.187
YOR081C	2250	2051	3440	28.2401
YLR442C	2937	2738	2657	16.3392
YPL024W	726	527	947	30.256
YMR257C	2403	2204	1244	9.50346
YDL219W	453	254	1481	98.1735
YKL122C	504	305	2963	163.57
YKR040C	504	305	18	0.993678
YDL080C	1830	1631	2425	25.034
YGL240W	753	554	308	9.36082
YEL001C	678	479	9210	323.74
YLR374C	390	191	6	0.528921
YPR168W	474	275	435	26.6336
YDL034W	345	146	0	0
YHR109W	1758	1559	866	9.35286
YJL060W	1335	1136	2916	43.2197
YPL061W	1503	1304	30956	399.705
YDR223W	1404	1205	181	2.52909
YER174C	735	536	2117	66.5011
YGR104C	924	725	1287	29.8891
YLR240W	2628	2429	2430	16.8442
YPR062W	477	278	7712	467.084
YDR402C	1470	1271	58	0.768343
YLR037C	375	176	71	6.79233
YMR146C	1044	845	22822	454.747
YGR241C	1707	1508	2376	26.5288
YGL062W	3537	3338	8294.21	41.8371
YPR057W	1026	827	1808	36.81
YIL012W	342	143	13	1.53066
YDR156W	414	215	1380	108.072
YJR113C	744	545	1666	51.4697
YLR416C	399	200	4	0.336746
YPR131C	588	389	1312	56.7881
YLR029C	615	416	92379.9	3739.01
YMR155W	1644	1445	1262	14.705
YNL180C	996	797	5153	108.862
YGR164W	336	137	4	0.491599
YOL106W	354	155	77	8.36434
YIL140W	2472	2273	3785	28.0375
YIL171W-A	453	254	0.5	0.0331443
YDR272W	825	626	4328	116.409
YDR114C	303	104.031	2	0.323698
YOR238W	912	713	1520	35.8944
YPR077C	372	173	5.33404	0.519139
YKL142W	660	461	3997	145.984
YLR139C	1932	1733	984	9.56025
YNR044W	2178	1979	8170	69.5103
YPR009W	807	608	1182	32.7331
YHR032W	1746	1547	5823	63.3767
YDR429C	825	626	15884	427.227
YGL079W	657	458	975	35.8436
YNR031C	4740	4541	4035	14.9611
YHR084W	2067	1868	5638	50.8184
YOR004W	765	566	3160	94.0034
YMR086C-A	339	140	9	1.0824
YMR233W	681	482	958	33.465
YMR244W	1068	869	39	0.755645
YLL010C	1284	1085	2684	41.651
YNL188W	1302	1103	2260	34.4989
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	39444.7	399.845
YIL005W	2106	1907	4575	40.3937
YOR365C	2112	1913	25	0.220038
YNR030W	1656	1457	4811	55.5967
YBR265W	963	764	3038	66.9526
Q0055	2565	2366	27	0.192142
YGL131C	4212	4013	2169	9.10046
YDL162C	357	158	4	0.426261
YDR246W-A	201	24.9909	1	0.673739
YHR033W	1272	1073	572	8.97572
YNR040W	771	572	845	24.8733
YNR034W	966	767	840	18.4398
YEL076C	651	452	112.022	4.1729
YHL046W-A	327	128.001	0	0
YDL071C	375	176	30	2.87
YOR173W	1062	863	828	16.1545
YOR337W	2280	2081	4040	32.6875
YGL104C	1461	1262	899	11.9943
YNL181W	1224	1025	3070	50.4298
YDR164C	2175	1976	3518	29.9766
YGR243W	441	242	86	5.98351
YOR107W	930	731	1731	39.8706
YDR464W	4308	4109	6122	25.0859
YGR210C	1236	1037	6371	103.443
YLR012C	300	101.044	2	0.333268
YOR168W	2430	2231	25726	194.154
YLR054C	2175	1976	125	1.06511
YNL002C	969	770	11236	245.694
YHR193C	525	326	26225	1354.47
YNL294C	1602	1403	2916	34.9947
YOR005C	2835	2636	1010	6.45132
YPR147C	915	716	2095	49.2656
YBR092C	1404	1205	19994.5	279.38
YJL028W	336	137	0	0
YOR242C	1116	917	170	3.12142
YLR077W	1752	1553	3350	36.32
YCR081W	4284	4085	2379	9.80562
YOR396C-A	483	284	0.00986052	0.000584594
YLR458W	381	182	2	0.185025
YBL040C	660	461	3776	137.913
YJR127C	4143	3944	5002	21.354
YJL176C	2478	2279	4392	32.4482
YLR453C	1188	989	329	5.60109
YCR007C	720	521	263	8.49945
YHR128W	651	452	11985	446.45
YOR297C	579	380	970	42.9795
YDR225W	399	200	16749	1410.04
YPR020W	348	149	1409	159.22
YJR003C	1560	1361	3131	38.7345
YIL101C	1944	1745	270	2.6052
YHR136C	447	248	23	1.56153
YPR114W	948	749	5319	119.57
YPL189W	1830	1631	241	2.48792
YJL056C	2643	2444	1893	13.0413
YPR169W-A	219	33.0557	28	14.2622
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	1202	14.7403
YDR482C	408	209	723	58.2458
YJL122W	528	329	4562	233.471
YBL058W	1272	1073	8731	137.005
YLL039C	1146	947	6742	119.87
YKL107W	930	731	39	0.898297
YCL017C	1494	1295	4926	64.0468
YER085C	522	323	21	1.09469
YMR186W	2118	1919	120390	1056.3
YCR065W	1695	1496	2542	28.6099
YOR388C	1131	932	26.6286	0.481066
YLR002C	1992	1793	7557	70.9646
YFL045C	765	566	23467	698.094
YPR091C	2313	2114	5177	41.2331
YOL083W	1239	1040	548	8.87197
YLR307C-A	264	66.2053	3	0.762959
YDR366C	399	200	1191	100.266
Q0065	1671	1472	84.7613	0.969533
YER190C-A	576	377	6.8	0.303697
YDR545C-A	480	281	17.4085	1.04311
YNL020C	1917	1718	1329	13.0249
YGL125W	1803	1604	4432	46.5231
YKR038C	1161	962	4287	75.0328
YDL215C	3279	3080	3557	19.4449
YLR354C	1008	809	28107	584.977
YCR022C	345	146	14	1.61454
YFR008W	666	467	416	14.9986
YDR284C	870	671	2670	66.998
YFL013C	2079	1880	3772	33.7821
YKL051W	1062	863	2970	57.9453
YPR174C	666	467	914	32.9535
YMR091C	1308	1109	4109	62.3846
YJL143W	477	278	4403	266.672
YDR112W	309	110.015	0	0
YGR057C	729	530	1201	38.154
YKL194C	1389	1190	1353	19.1436
YLR308W	939	740	3	0.0682594
YBR065C	1095	896	1399	26.2895
YMR029C	1572	1373	2666	32.6936
YHL042W	453	254	43	2.85041
YPR121W	1719	1520	1210	13.4034
YNL068C	2589	2390	4695	33.0758
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	6334	126.21
YGL178W	2580	2381	2652	18.7537
YMR148W	447	248	911	61.85
YML058W	315	116.007	5549	805.383
YLR249W	3135	2936	256398	1470.39
YGR019W	1416	1217	3320	45.9325
YJL049W	1353	1154	1470	21.4479
YBR263W	1473	1274	12385	163.681
YOR249C	2058	1859	1515	13.7216
YBL097W	2265	2066	1507	12.2816
YCR020W-B	237	44.1265	223	85.0899
YPR044C	354	155	66	7.16944
YDR286C	345	146	363	41.8626
YDR170W-A	1323	1124	683.882	10.2444
YLR342W-A	174	17.1937	0	0
YGR027W-A	1323	1124	8126.05	121.727
YBL043W	774	575	298	8.72612
YLR018C	900	701	2762	66.3405
YMR076C	3834	3635	4579	21.2099
YOR251C	915	716	3317	78.0019
YAR070C	300	101.044	0	0
YBR124W	360	161	1	0.10458
YJR135W-A	264	66.2053	739	187.942
YOR186W	435	236	9	0.642101
YDR083W	1179	980	6640	114.081
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	5096.43	41.2351
YLR109W	531	332	56136	2846.93
YOR032C	1305	1106	66	1.00476
YOR091W	1038	839	5741	115.212
YKR059W	1188	989	68467.7	1165.63
YBR205W	1215	1016	6484.55	107.463
YLR316C	969	770	1314	28.7328
YDR406W-A	246	50.8321	1	0.331234
YLR292C	582	383	2806	123.356
YCR044C	1074	875	2369	45.5858
YLR216C	1116	917	14073	258.399
YDR046C	1815	1616	10616	110.609
YGR069W	336	137	14	1.7206
YJL092W	3525	3326	3802	19.247
YDR096W	2685	2486	1426	9.65809
YML018C	1182	983	4840	82.9019
YLR445W	567	368	6	0.274521
YOR138C	2016	1817	3013	27.9201
YOR369C	432	233	79850	5770.21
YGR246C	1791	1592	3387	35.8216
YJR145C	786	587	85695.8	2458.07
YJR138W	4755	4556	3359	12.4136
YHR059W	393	194	552	47.9082
YLR138W	2958	2759	8561	52.2451
YHL009W-B	5409	5210	1862.48	6.01904
YDR098C-B	5268	5069	23157	76.919
YNL156C	900	701	2594	62.3053
YNL106C	3552	3353	1609	8.0797
YNL286W	858	659	1306	33.368
YNL093W	663	464	30	1.08862
YIL040W	417	218	1613	124.581
YKL104C	2154	1955	13592	117.06
YLR186W	759	560	5874	176.611
YDR425W	1878	1679	1376	13.7988
YGL134W	1302	1103	1439	21.9664
YJR094W-A	279	80.3587	10867.4	2277.02
YDR293C	3753	3554	8128	38.507
YBL113W-A	483	284	0	0
YNR015W	1155	956	2283	40.2088
YKL006W	417	218	40109.5	3097.87
YLR456W	615	416	360	14.5708
YDR448W	1305	1106	1926	29.3207
YIL166C	1629	1430	204	2.40197
YDR097C	3729	3530	4610	21.9887
YER184C	2385	2186	811	6.2466
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	970	29.1646
YKL095W	837	638	584	15.4122
YLR368W	1797	1598	2108	22.2109
YOR194C	861	662	4369	111.121
YGR060W	930	731	17714	408.011
YHR041C	633	434	1277	49.5421
YBR115C	4179	3980	14905	63.0553
YCR097W	381	182	1136	105.094
YBR147W	891	692	185	4.50131
YFL003C	2637	2438	271	1.87158
YHR086W	1572	1373	1668	20.4549
YOL120C	561	362	60480.2	2813.05
YML079W	606	407	2618	108.305
YOR125C	702	503	1062	35.5492
YLR065C	546	347	3124	151.584
YNL298W	2529	2330	3227	23.3193
YPL134C	933	734	877	20.1176
YER078C	1536	1337	2420	30.4759
YGL225W	1014	815	11415	235.826
YLR129W	2832	2633	11756	75.1764
YNL224C	2304	2105	2541	20.3248
YNL122C	348	149	511	57.7441
YGL066W	1974	1775	2924	27.7365
YCL067C	633	434	929.205	36.0491
YNL217W	981	782	2745	59.1029
YGL063W	1113	914	723	13.3188
YML030W	480	281	1196	71.6634
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1523	41.9693
YOR261C	1017	818	9306	191.55
YLR191W	1161	962	1693	29.6316
YMR316W	1011	812	1320	27.371
YCR027C	630	431	725	28.3226
YDL046W	522	323	3833	199.806
YER125W	2430	2231	3816	28.7993
YMR263W	606	407	1461	60.4406
YOL113W	1968	1769	1653	15.7332
YAL001C	3483	3284	3725	19.0984
YDR517W	1119	920	3574	65.4093
YBR197C	654	455	1071	39.6325
YDR192C	1293	1094	1867	28.7342
YJR132W	3147	2948	5450	31.1273
YER021W	1572	1373	14395	176.528
YGL034C	366	167	3	0.302467
YKL014C	5295	5096	10352	34.2033
YDL106C	1680	1481	1841	20.9301
YGR197C	1644	1445	927	10.8015
YDR365C	1887	1688	15492	154.528
YNL280C	1317	1118	6483	97.6353
YCR030C	2613	2414	3812	26.5882
YDL154W	2706	2507	686	4.60726
YDR505C	2526	2327	3499	25.3175
YGL033W	657	458	39	1.43375
YMR211W	1428	1229	1561	21.3857
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4612	135.05
YGL202W	1503	1304	21348	275.646
YIL176C	363	164	1.63248	0.167601
YOL147C	711	512	913	30.0244
YPR178W	1398	1199	1476	20.7272
YFR007W	1062	863	837	16.33
YEL008W	381	182	7	0.647589
YGR072W	1164	965	2489	43.4281
YER022W	2064	1865	2978	26.8855
YNL069C	597	398	68314	2890.01
YIL118W	696	497	4272	144.726
YJR008W	1017	818	766	15.767
YKL217W	1851	1652	92	0.937671
YAR060C	336	137	28.5	3.50264
YCL010C	780	581	1655	47.9617
YNL303W	348	149	0	0
YPL036W	2844	2645	793.511	5.05126
YJR024C	735	536	3201	100.553
YBR042C	1194	995	3230	54.6578
YAL047C	1869	1670	1362	13.732
YER056C-A	366	167	24277.2	2447.69
YFR011C	513	314	1504	80.6475
YDR256C	1548	1349	191	2.38393
YFL065C	309	110.015	2.64208	0.404357
YNL287W	2808	2609	17008	109.762
YAL065C	387	188	1.22397	0.109619
YGR103W	1818	1619	22333	232.259
YLR061W	366	167	26916	2713.73
YLR171W	390	191	6	0.528921
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4305	109.493
YBR162C	1368	1169	30256	435.783
YJL078C	2646	2447	4635	31.8925
YMR114C	1107	908	812	15.0572
YJL152W	360	161	8	0.836637
YGR251W	591	392	1541	66.1895
YJL067W	351	152	5	0.553859
YBR094W	2262	2063	3623	29.5694
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3070	32.6535
YGR031C-A	492	293	2	0.11493
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	1089	5.44899
YOR260W	1737	1538	10356	113.373
YKL021C	1407	1208	7243	100.954
YKR028W	3102	2903	7858	45.5762
YOR374W	1560	1361	4739	58.6275
YHL026C	948	749	872	19.6023
YNR062C	984	785	24	0.514771
YHR014W	876	677	26	0.646633
YCR028C	1539	1340	2636	33.1218
YDL015C	933	734	11326	259.808
YJL102W	2460	2261	1255	9.34579
YCR016W	873	674	4102	102.473
YER058W	324	125.002	371	49.9723
YER149C	1263	1064	2229	35.2729
YJL147C	1149	950	822	14.5687
YDL035C	2886	2687	4648	29.1254
YDR533C	714	515	1633	53.389
YGL222C	528	329	874	44.7289
YDL090C	1296	1097	1734	26.6143
YBR177C	1356	1157	8869	129.067
YJL034W	2049	1850	27616	251.34
YML012C-A	378	179	9	0.846569
YNR059W	1743	1544	1332	14.5255
YOR034C-A	243	48.5146	9	3.12351
YGR156W	1278	1079	1129	17.6175
YLR066W	555	356	2672	126.374
YBR125C	1182	983	1771	30.3346
YOR376W	369	170	0	0
YBR173C	447	248	2598	176.384
YCL023C	348	149	1	0.113002
YHR057C	618	419	2480	99.6576
YAL051W	3144	2945	2733	15.6253
YOL162W	648	449	29	1.08749
YOR077W	699	500	582	19.5986
YLR234W	1971	1772	429	4.0763
YDR198C	1440	1241	1819	24.6794
YJR124C	1347	1148	3326	48.7813
YHR107C	1224	1025	5532	90.8722
YER112W	564	365	3328	153.519
YLL066C	3618	3419	7040.62	34.6725
YCL026C-A	582	383	26	1.143
YLR174W	1239	1040	297	4.80835
YCR018C-A	255	58.2335	980.058	283.368
YGR108W	1416	1217	5638	78.0023
YDR346C	1446	1247	13811	186.48
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	16162	167.153
YER165C-A	357	158	0	0
YKR092C	1221	1022	12149	200.153
YLR269C	351	152	1	0.110772
YEL069C	1695	1496	3.5959	0.0404715
YLR117C	2064	1865	2810	25.3688
YLR385C	399	200	115	9.68146
YBR250W	1572	1373	192	2.35453
YDR143C	1833	1634	2994	30.8512
YER185W	912	713	128	3.02269
YGL007W	378	179	7	0.658443
YAL031C	2283	2084	1792	14.4782
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2333	26.9605
YGR139W	339	140	0	0
YLR089C	1779	1580	6269	66.8058
YKL222C	2118	1919	1217	10.678
YKL155C	1887	1688	2675	26.6824
YGR154C	1071	872	504	9.73166
YNL277W	1461	1262	427	5.69694
YOL061W	1491	1292	10464	136.367
YDL014W	984	785	24591	527.448
YFR013W	2364	2165	4344	33.7835
YCL064C	1083	884	2364	45.0265
YDR493W	372	173	477	46.4243
YLR345W	1530	1331	1613	20.4047
YGL022W	2157	1958	17064	146.737
YLR192C	798	599	8318	233.811
YOR265W	321	122.003	854	117.858
YCL019W	5313	5114	6695.02	22.0427
YDR031W	366	167	411	41.4379
YOR333C	417	218	2	0.154471
YDL190C	2886	2687	5873	36.8015
YKR083C	402	203	559	46.3648
YBR141C	1014	815	1434	29.6254
YAL008W	597	398	1519	64.261
YDR453C	591	392	429	18.4266
YDR191W	1113	914	518	9.54237
YDR490C	2301	2102	1936	15.5076
YER107W-A	321	122.003	0	0
YLR459W	1185	986	2859	48.8214
YNL193W	1677	1478	1946	22.1688
YHR099W	11235	11036	8049	12.2801
