target_id	length	eff_length	est_counts	tpm
YDR443C	4263	4064	1763	7.27587
YNL292W	1212	1013	3489	57.7667
YKL183C-A	213	30.0561	1	0.558025
YOR324C	1809	1610	1823	18.991
YNL134C	1131	932	7306	131.477
YKL100C	1764	1565	5544	59.4149
YOR192C-B	5313	5114	12306.6	40.3612
YPL021W	564	365	0	0
YIL146C	1590	1391	599	7.22247
YLR299C-A	93	7.96714	0	0
YNL218W	1764	1565	1217	13.0425
YIL121W	1629	1430	20750	243.371
YNL228W	777	578	41	1.18971
YDL167C	2160	1961	8602	73.5712
YPL214C	1623	1424	1947	22.932
YOR228C	909	710	619	14.6224
YBR270C	1638	1439	758	8.83476
YGR222W	882	683	1514	37.1785
YEL063C	1773	1574	7505	79.9709
YAL068W-A	255	58.2335	0	0
YML020W	1995	1796	1715	16.0156
YGR121C	1479	1280	623	8.16327
YBR222C	1632	1433	4693	54.9276
YDL095W	2454	2255	20783	154.578
YDL003W	1701	1502	4082	45.5816
YOR323C	1371	1172	15013	214.845
YMR183C	888	689	5151	125.389
YOR274W	1287	1088	1657	25.5435
YER146W	282	83.2735	1977	398.186
YML075C	3165	2966	7336	41.4834
YOL035C	303	104.031	1	0.161221
YPL063W	1431	1232	7611	103.614
YDR457W	9807	9608	9503	16.5888
YLR273C	1947	1748	828	7.94466
YDR181C	1446	1247	1524	20.4977
YLR434C	384	185	63	5.71156
YGL097W	1449	1250	8144	109.273
YCL056C	435	236	585	41.5748
YJL083W	1815	1616	622	6.45558
YMR242W-A	90	7.80345	0	0
YOR026W	1026	827	1517	30.7657
YPL140C	1521	1322	1475	18.7131
YNR016C	6702	6503	46234	119.243
YER123W	1575	1376	3054	37.2252
YGR055W	1725	1526	9001	98.9287
YKR054C	12279	12080	4159	5.77442
YMR315W	1050	851	8788	173.2
YAL024C	4308	4109	2209	9.01666
YKL202W	582	383	131	5.73665
YKL187C	2253	2054	244	1.9924
YDR383C	717	518	566	18.3262
YDR396W	501	302	7	0.388756
YGR115C	780	581	4.49554	0.129775
YKL055C	837	638	239	6.28295
YDR035W	1113	914	18355	336.817
YBL062W	381	182	3	0.276462
YHR160C	852	653	36	0.924646
YGR047C	3078	2879	3000	17.477
YDR119W	2307	2108	8184	65.115
YBR208C	5508	5309	2197	6.9407
YER151C	2739	2540	7985	52.7263
YLR070C	1071	872	195	3.75063
YPR019W	2802	2603	4394	28.3121
YPL228W	1650	1451	2804	32.4113
YPR190C	1965	1766	6547	62.1782
YGR041W	1644	1445	2342	27.1835
YDR353W	960	761	22657	499.349
YHR097C	1101	902	1150	21.3834
YPL047W	300	101.044	476	79.0103
YPL014W	1146	947	4088	72.4014
YGR007W	972	773	3843	83.3829
YML116W	1629	1430	2236	26.2254
YOL137W	1494	1295	2226	28.8298
YGL155W	1131	932	2705	48.6785
YER061C	1329	1130	1511	22.4271
YKL214C	612	413	1583	64.2861
YPL119C	1854	1655	194	1.96603
YDL125C	477	278	6726	405.787
YHR186C	4674	4475	3288	12.3232
YKL011C	1062	863	1013	19.6872
YLL019C	2214	2015	1678	13.967
YNL257C	3690	3491	4267	20.5002
YGL199C	471	272	13	0.801605
YJR092W	4344	4145	5671	22.9468
YDR010C	333	134.001	3	0.375492
YBL059W	582	383	478	20.9322
YBR291C	900	701	749	17.9205
YPL189C-A	207	27.3759	187	114.567
YDR262W	819	620	2477	67.0071
YFL012W	447	248	16	1.08207
YLR078C	735	536	1917	59.9851
YDR072C	1584	1385	4655	56.371
YDR179C	489	290	401	23.1917
YKL153W	510	311	60	3.23577
YOR108C-A	210	28.6775	0	0
YGR220C	810	611	1996	54.7905
YIL053W	753	554	64991	1967.57
YMR161W	675	476	1945	68.5329
YER011W	765	566	267	7.9119
YDR258C	2436	2237	3969	29.7578
YDR467C	327	128.001	12	1.57236
YGL162W	900	701	729	17.442
YNL243W	2907	2708	10923	67.6518
YBR234C	1155	956	7610	133.51
YNL047C	1971	1772	2003	18.9585
YKL038W	3513	3314	2114	10.6989
YFL053W	1776	1577	34	0.361604
YOR200W	399	200	10	0.838603
YKR060W	825	626	2437	65.2931
YPR200C	393	194	65	5.6195
YLR411W	726	527	159	5.06026
YLR318W	2655	2456	1250	8.53626
YHR150W	1740	1541	1302	14.1708
YGL219C	1380	1181	2678	38.0318
YFL009W	2340	2141	4570.84	35.8068
YBR045C	1920	1721	256	2.49485
YMR039C	879	680	3646	89.9278
YKL195W	1212	1013	5646	93.4798
YPR127W	1038	839	1987	39.7212
YPL188W	1245	1046	2387	38.2743
YGL147C	576	377	56954.3	2533.79
YDR217C	3930	3731	4074	18.3139
YML015C	1041	842	2392	47.647
YJR126C	2436	2237	5424	40.6668
YPR026W	3636	3437	1104	5.38736
YHR073W	2991	2792	6836	41.0651
YMR274C	948	749	792	17.7349
YMR008C	1995	1796	5401.15	50.439
YHR125W	306	107.022	0	0
YER119C-A	372	173	3	0.290845
YDL227C	1761	1562	6334	68.0116
YOR197W	1299	1100	6927	105.618
YDR034C-C	1317	1118	1216.29	18.2465
YNL081C	432	233	1649	118.7
YKL096W-A	279	80.3587	38030	7937.42
YDR532C	1158	959	1226	21.4416
YNL319W	441	242	1	0.069306
YDR049W	1899	1700	2906	28.6703
YBR113W	483	284	3	0.17717
YKL170W	417	218	709	54.5476
YJL043W	774	575	23	0.670882
YGL047W	609	410	648	26.508
YLR006C	2139	1940	1557	13.4609
YHR079C	3348	3149	3604	19.1955
YPR171W	1731	1532	1941	21.2497
YML063W	768	569	110983	3271.37
YLR178C	660	461	1316	47.8786
YHL029C	2040	1841	4418	40.2493
YJL090C	2295	2096	2273	18.1884
YBR008C	1647	1448	1215	14.0732
YDR372C	1038	839	5737	114.686
YOR184W	1188	989	16446	278.901
YHR218W	1812	1613	439.545	4.57041
YMR203W	1164	965	7323	127.276
YBL006W-A	150	13.0193	0	0
YIR008C	1230	1031	2004	32.6006
YBL024W	2055	1856	11235	101.527
YDR317W	1245	1046	199	3.19086
YOL166C	339	140	1	0.1198
YJL087C	2484	2285	3015	22.1303
YJL038C	660	461	14	0.509346
YDR043C	696	497	295	9.95524
YHR028C	2457	2258	7769	57.7069
YOR340C	981	782	8471	181.683
YCL044C	1254	1055	1324	21.0485
YEL072W	696	497	271	9.14532
YFR022W	2202	2003	1122	9.39503
YIR010W	1731	1532	2158	23.6254
YBL008W	2523	2324	2363	17.0535
YMR178W	825	626	2529	67.758
YOL008W	624	425	837	33.0311
YHR017W	1158	959	1809	31.6378
YKR101W	1965	1766	946	8.98435
YMR095C	675	476	1334	47.004
YHR198C	966	767	1332	29.127
YOR076C	2244	2045	2261	18.5436
YGL015C	393	194	14	1.21035
YNL219C	1668	1469	5191	59.2673
YLR210W	1383	1184	1390	19.6902
YIL034C	864	665	4804	121.162
YLR148W	2757	2558	2738	17.9523
YOR342C	960	761	5589	123.179
YOL070C	1506	1307	5138	65.9333
YDL160C	1521	1322	3088	39.1771
YIL043C	855	656	13992	357.736
YLR124W	345	146	2	0.229754
YGR231C	933	734	5203	118.89
YPR202W	717	518	1105.64	35.7991
YGR034W	384	185	34914	3165.29
YMR266W	2862	2663	9444	59.48
YNL021W	2121	1922	3319	28.9628
YPL107W	747	548	895	27.3923
YGR088W	1689	1490	1420	15.9841
YHR173C	339	140	3	0.3594
YCR063W	474	275	237	14.4545
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	7277	95.8008
YML092C	753	554	6600	199.811
YPR097W	3222	3023	5342	29.6382
YBR201C-A	204	26.1481	27	17.3185
YNL056W	594	395	1836	77.9582
YAL020C	1002	803	1421	29.6801
YDL025C	1863	1664	1746	17.5986
YDL243C	990	791	339.426	7.19705
YFL017C	480	281	1670	99.6773
YGL197W	4464	4265	3986	15.6749
YLR256W-A	1323	1124	4.25763e-05	6.35313e-07
YHR092C	1731	1532	1222	13.3782
YLL011W	1470	1271	5901	77.8693
YDR379C-A	240	46.2784	152	55.0872
YDR113C	1122	923	1442	26.2029
YLR189C	3597	3398	4547	22.4434
YNR074C	1137	938	1786	31.9348
YOL159C	516	317	532	28.1474
YDL247W	1830	1631	129.257	1.32919
YFL028C	870	671	2581	64.5137
YML032C	1416	1217	3073	42.3505
YBR256C	717	518	6747	218.458
YOR081C	2250	2051	3234	26.446
YLR442C	2937	2738	2527	15.4795
YPL024W	726	527	956	30.4252
YMR257C	2403	2204	1113	8.46973
YDL219W	453	254	1537	101.491
YKL122C	504	305	2958	162.661
YKR040C	504	305	13	0.714874
YDL080C	1830	1631	2262	23.2608
YGL240W	753	554	280	8.47685
YEL001C	678	479	9532	333.76
YLR374C	390	191	7	0.614683
YPR168W	474	275	412	25.1276
YDL034W	345	146	0	0
YHR109W	1758	1559	838	9.01538
YJL060W	1335	1136	2894	42.7274
YPL061W	1503	1304	29369	377.744
YDR223W	1404	1205	171	2.3801
YER174C	735	536	1868	58.4519
YGR104C	924	725	1257	29.0793
YLR240W	2628	2429	2201	15.1977
YPR062W	477	278	7897	476.435
YDR402C	1470	1271	32	0.42227
YLR037C	375	176	66	6.28952
YMR146C	1044	845	23670	469.816
YGR241C	1707	1508	2255	25.0802
YGL062W	3537	3338	7595.54	38.1644
YPR057W	1026	827	1827	37.0526
YIL012W	342	143	9	1.05558
YDR156W	414	215	1548	120.759
YJR113C	744	545	1596	49.116
YLR416C	399	200	4	0.335441
YPR131C	588	389	1290	55.6194
YLR029C	615	416	94917.8	3826.84
YMR155W	1644	1445	1144	13.2784
YNL180C	996	797	4897	103.052
YGR164W	336	137	0	0
YOL106W	354	155	69	7.46627
YIL140W	2472	2273	3351	24.7264
YIL171W-A	453	254	0	0
YDR272W	825	626	4258	114.082
YDR114C	303	104.031	1	0.161221
YOR238W	912	713	1402	32.9795
YPR077C	372	173	6.75104	0.654502
YKL142W	660	461	3822	139.052
YLR139C	1932	1733	1055	10.2103
YNR044W	2178	1979	7192	60.9523
YPR009W	807	608	1339	36.9371
YHR032W	1746	1547	5586	60.5615
YDR429C	825	626	16055	430.152
YGL079W	657	458	1031	37.7554
YNR031C	4740	4541	3711	13.7065
YHR084W	2067	1868	5192	46.617
YOR004W	765	566	3269	96.869
YMR086C-A	339	140	9	1.0782
YMR233W	681	482	1029	35.8059
YMR244W	1068	869	36	0.694815
YLL010C	1284	1085	2505	38.7226
YNL188W	1302	1103	2219	33.7418
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	40674.5	410.713
YIL005W	2106	1907	4436	39.0146
YOR365C	2112	1913	17	0.149046
YNR030W	1656	1457	4576	52.676
YBR265W	963	764	2769	60.7877
Q0055	2565	2366	22	0.155953
YGL131C	4212	4013	1905	7.96181
YDL162C	357	158	2	0.212304
YDR246W-A	201	24.9909	2	1.34225
YHR033W	1272	1073	578	9.03471
YNR040W	771	572	811	23.78
YNR034W	966	767	913	19.9646
YEL076C	651	452	113.646	4.21697
YHL046W-A	327	128.001	0	0
YDL071C	375	176	31	2.95417
YOR173W	1062	863	635	12.341
YOR337W	2280	2081	4100	33.0444
YGL104C	1461	1262	739	9.82135
YNL181W	1224	1025	2987	48.8762
YDR164C	2175	1976	3365	28.5617
YGR243W	441	242	74	5.12864
YOR107W	930	731	1585	36.3662
YDR464W	4308	4109	5765	23.5315
YGR210C	1236	1037	6125	99.0635
YLR012C	300	101.044	0	0
YOR168W	2430	2231	25478	191.537
YLR054C	2175	1976	128	1.08645
YNL002C	969	770	11691	254.652
YHR193C	525	326	26526	1364.71
YNL294C	1602	1403	2921	34.9189
YOR005C	2835	2636	999	6.35633
YPR147C	915	716	2117	49.59
YBR092C	1404	1205	19599.8	272.805
YJL028W	336	137	0	0
YOR242C	1116	917	167	3.05445
YLR077W	1752	1553	3248	35.0777
YCR081W	4284	4085	2244	9.21334
YOR396C-A	483	284	0.00842263	0.000497411
YLR458W	381	182	0	0
YBL040C	660	461	3872	140.871
YJR127C	4143	3944	4408	18.7452
YJL176C	2478	2279	4194	30.8653
YLR453C	1188	989	347	5.88463
YCR007C	720	521	220	7.08225
YHR128W	651	452	12334	457.669
YOR297C	579	380	940	41.4888
YDR225W	399	200	15198	1274.51
YPR020W	348	149	1193	134.289
YJR003C	1560	1361	3219	39.6688
YIL101C	1944	1745	185	1.77813
YHR136C	447	248	22	1.48784
YPR114W	948	749	5039	112.836
YPL189W	1830	1631	238	2.44742
YJL056C	2643	2444	1633	11.2065
YPR169W-A	219	33.0557	28	14.2069
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	1062	12.973
YDR482C	408	209	728	58.4213
YJL122W	528	329	4960	252.855
YBL058W	1272	1073	8274	129.331
YLL039C	1146	947	6494	115.013
YKL107W	930	731	33	0.757151
YCL017C	1494	1295	4664	60.4053
YER085C	522	323	9	0.467333
YMR186W	2118	1919	121596	1062.75
YCR065W	1695	1496	2229	24.9899
YOR388C	1131	932	31.0667	0.559068
YLR002C	1992	1793	7606	71.1479
YFL045C	765	566	23124	685.224
YPR091C	2313	2114	5008	39.7325
YOL083W	1239	1040	453	7.30552
YLR307C-A	264	66.2053	6	1.52
YDR366C	399	200	914	76.6483
Q0065	1671	1472	68.1415	0.776409
YER190C-A	576	377	3.6	0.160158
YDR545C-A	480	281	9.12341	0.544549
YNL020C	1917	1718	1171	11.4319
YGL125W	1803	1604	4610	48.204
YKR038C	1161	962	4131	72.0222
YDL215C	3279	3080	3518	19.1572
YLR354C	1008	809	28156	583.725
YCR022C	345	146	15	1.72315
YFR008W	666	467	370	13.2883
YDR284C	870	671	2594	64.8386
YFL013C	2079	1880	3519	31.3941
YKL051W	1062	863	2940	57.1377
YPR174C	666	467	805	28.9111
YMR091C	1308	1109	4055	61.3261
YJL143W	477	278	4113	248.142
YDR112W	309	110.015	0	0
YGR057C	729	530	1209	38.2593
YKL194C	1389	1190	1281	18.0546
YLR308W	939	740	1	0.0226649
YBR065C	1095	896	1360	25.4576
YMR029C	1572	1373	2616	31.9561
YHL042W	453	254	40	2.64127
YPR121W	1719	1520	1189	13.1197
YNL068C	2589	2390	4288	30.0914
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	6056	120.203
YGL178W	2580	2381	2498	17.5962
YMR148W	447	248	854	57.7554
YML058W	315	116.007	5476	791.707
YLR249W	3135	2936	259618	1483.08
YGR019W	1416	1217	3148	43.3841
YJL049W	1353	1154	1411	20.5072
YBR263W	1473	1274	12104	159.348
YOR249C	2058	1859	1504	13.5692
YBL097W	2265	2066	1415	11.4872
YCR020W-B	237	44.1265	189	71.837
YPR044C	354	155	19	2.05593
YDR286C	345	146	316	36.3011
YDR170W-A	1323	1124	743.979	11.1015
YLR342W-A	174	17.1937	7	6.82833
YGR027W-A	1323	1124	7065.32	105.427
YBL043W	774	575	312	9.10066
YLR018C	900	701	2757	65.9637
YMR076C	3834	3635	4035	18.6177
YOR251C	915	716	3371	78.9645
YAR070C	300	101.044	1	0.165988
YBR124W	360	161	1	0.104174
YJR135W-A	264	66.2053	672	170.24
YOR186W	435	236	5	0.35534
YDR083W	1179	980	6697	114.615
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	4840.02	39.0087
YLR109W	531	332	53847	2720.25
YOR032C	1305	1106	57	0.864382
YOR091W	1038	839	6030	120.543
YKR059W	1188	989	71019	1204.38
YBR205W	1215	1016	6433.37	106.202
YLR316C	969	770	1419	30.9085
YDR406W-A	246	50.8321	1	0.32995
YLR292C	582	383	2878	126.031
YCR044C	1074	875	2261	43.339
YLR216C	1116	917	14409	263.543
YDR046C	1815	1616	10088	104.701
YGR069W	336	137	11	1.34666
YJL092W	3525	3326	3414	17.2158
YDR096W	2685	2486	1258	8.48722
YML018C	1182	983	5172	88.2452
YLR445W	567	368	3	0.136729
YOR138C	2016	1817	2906	26.8242
YOR369C	432	233	75097	5405.71
YGR246C	1791	1592	3385	35.6617
YJR145C	786	587	86099	2460.06
YJR138W	4755	4556	2958	10.8893
YHR059W	393	194	523	45.2154
YLR138W	2958	2759	8363	50.839
YHL009W-B	5409	5210	1628.46	5.24235
YDR098C-B	5268	5069	24287.9	80.3626
YNL156C	900	701	2507	59.9822
YNL106C	3552	3353	1332	6.6628
YNL286W	858	659	1215	30.9227
YNL093W	663	464	39	1.40972
YIL040W	417	218	1593	122.559
YKL104C	2154	1955	12494	107.187
YLR186W	759	560	5973	178.892
YDR425W	1878	1679	1238	12.3668
YGL134W	1302	1103	1270	19.3114
YJR094W-A	279	80.3587	10114	2110.94
YDR293C	3753	3554	7500	35.394
YBL113W-A	483	284	6.52432	0.385304
YNR015W	1155	956	2516	44.1407
YKL006W	417	218	39729.1	3056.6
YLR456W	615	416	339	13.6676
YDR448W	1305	1106	1706	25.8708
YIL166C	1629	1430	187	2.19327
YDR097C	3729	3530	4281	20.3403
YER184C	2385	2186	727	5.5779
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	954	28.5724
YKL095W	837	638	572	15.037
YLR368W	1797	1598	2064	21.663
YOR194C	861	662	4371	110.741
YGR060W	930	731	18728	429.695
YHR041C	633	434	1340	51.7847
YBR115C	4179	3980	14950	63.0005
YCR097W	381	182	1141	105.148
YBR147W	891	692	200	4.84741
YFL003C	2637	2438	233	1.60291
YHR086W	1572	1373	1437	17.5539
YOL120C	561	362	61061.1	2829.06
YML079W	606	407	2471	101.827
YOR125C	702	503	1058	35.278
YLR065C	546	347	3218	155.54
YNL298W	2529	2330	3085	22.2068
YPL134C	933	734	788	18.006
YER078C	1536	1337	2235	28.037
YGL225W	1014	815	11373	234.047
YLR129W	2832	2633	11479	73.1205
YNL224C	2304	2105	2317	18.4612
YNL122C	348	149	451	50.7664
YGL066W	1974	1775	2817	26.618
YCL067C	633	434	847.333	32.7454
YNL217W	981	782	2769	59.3885
YGL063W	1113	914	669	12.2763
YML030W	480	281	1080	64.462
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1338	36.7283
YOR261C	1017	818	9106	186.707
YLR191W	1161	962	1557	27.1456
YMR316W	1011	812	1363	28.1531
YCR027C	630	431	760	29.5748
YDL046W	522	323	3754	194.93
YER125W	2430	2231	3548	26.6729
YMR263W	606	407	1385	57.0744
YOL113W	1968	1769	1716	16.2696
YAL001C	3483	3284	3486	17.8037
YDR517W	1119	920	3408	62.1295
YBR197C	654	455	1056	38.9259
YDR192C	1293	1094	1863	28.5615
YJR132W	3147	2948	5095	28.987
YER021W	1572	1373	14283	174.476
YGL034C	366	167	5	0.502157
YKL014C	5295	5096	10098	33.2347
YDL106C	1680	1481	1777	20.1242
YGR197C	1644	1445	925	10.7364
YDR365C	1887	1688	15783	156.821
YNL280C	1317	1118	6035	90.5361
YCR030C	2613	2414	3530	24.5258
YDL154W	2706	2507	636	4.2549
YDR505C	2526	2327	3326	23.9724
YGL033W	657	458	34	1.24509
YMR211W	1428	1229	1535	20.948
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4596	134.06
YGL202W	1503	1304	22544	289.961
YIL176C	363	164	3.93805	0.402739
YOL147C	711	512	877	28.7287
YPR178W	1398	1199	1434	20.0593
YFR007W	1062	863	813	15.8003
YEL008W	381	182	12	1.10585
YGR072W	1164	965	2558	44.459
YER022W	2064	1865	2848	25.6122
YNL069C	597	398	71350	3006.75
YIL118W	696	497	4221	142.444
YJR008W	1017	818	730	14.9677
YKL217W	1851	1652	96	0.974647
YAR060C	336	137	17.5	2.14241
YCL010C	780	581	1527	44.0808
YNL303W	348	149	2	0.225128
YPL036W	2844	2645	775.496	4.91745
YJR024C	735	536	3181	99.5371
YBR042C	1194	995	3227	54.3954
YAL047C	1869	1670	1270	12.7548
YER056C-A	366	167	25340.9	2545.02
YFR011C	513	314	1427	76.222
YDR256C	1548	1349	212	2.63579
YFL065C	309	110.015	15.9418	2.43036
YNL287W	2808	2609	16487	105.987
YAL065C	387	188	0	0
YGR103W	1818	1619	23687	245.386
YLR061W	366	167	29197	2932.3
YLR171W	390	191	2	0.175624
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4304	109.044
YBR162C	1368	1169	28720	412.056
YJL078C	2646	2447	4824	33.0643
YMR114C	1107	908	758	14.0013
YJL152W	360	161	6	0.625045
YGR251W	591	392	1434	61.3549
YJL067W	351	152	3	0.331027
YBR094W	2262	2063	3419	27.7962
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3009	31.8807
YGR031C-A	492	293	6	0.343455
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	903	4.50079
YOR260W	1737	1538	10475	114.231
YKL021C	1407	1208	7595	105.45
YKR028W	3102	2903	7524	43.4698
YOR374W	1560	1361	3861	47.5804
YHL026C	948	749	865	19.3696
YNR062C	984	785	29	0.619604
YHR014W	876	677	24	0.594578
YCR028C	1539	1340	2430	30.415
YDL015C	933	734	11222	256.425
YJL102W	2460	2261	1127	8.36006
YCR016W	873	674	4430	110.238
YER058W	324	125.002	340	45.6192
YER149C	1263	1064	2494	39.3134
YJL147C	1149	950	822	14.5122
YDL035C	2886	2687	4505	28.1199
YDR533C	714	515	1436	46.7663
YGL222C	528	329	802	40.8851
YDL090C	1296	1097	1824	27.8872
YBR177C	1356	1157	8361	121.202
YJL034W	2049	1850	26771	242.705
YML012C-A	378	179	8	0.749589
YNR059W	1743	1544	1139	12.3726
YOR034C-A	243	48.5146	7	2.41998
YGR156W	1278	1079	990	15.3886
YLR066W	555	356	2730	128.617
YBR125C	1182	983	1767	30.1487
YOR376W	369	170	0	0
YBR173C	447	248	2868	193.961
YCL023C	348	149	1	0.112564
YHR057C	618	419	2509	100.432
YAL051W	3144	2945	2331	13.2753
YOL162W	648	449	23	0.859147
YOR077W	699	500	495	16.6043
YLR234W	1971	1772	429	4.0605
YDR198C	1440	1241	1834	24.7864
YJR124C	1347	1148	3353	48.9867
YHR107C	1224	1025	5523	90.3727
YER112W	564	365	3288	151.086
YLL066C	3618	3419	7359.08	36.1003
YCL026C-A	582	383	28	1.22616
YLR174W	1239	1040	258	4.16076
YCR018C-A	255	58.2335	1040.42	299.655
YGR108W	1416	1217	4923	67.8462
YDR346C	1446	1247	13990	188.164
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	16412	169.08
YER165C-A	357	158	0	0
YKR092C	1221	1022	12877	211.325
YLR269C	351	152	1	0.110342
YEL069C	1695	1496	6.27273	0.0703252
YLR117C	2064	1865	2504	22.5186
YLR385C	399	200	130	10.9018
YBR250W	1572	1373	175	2.13773
YDR143C	1833	1634	2942	30.1979
YER185W	912	713	115	2.70517
YGL007W	378	179	6	0.562192
YAL031C	2283	2084	1725	13.8828
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2267	26.0963
YGR139W	339	140	0	0
YLR089C	1779	1580	6264	66.4938
YKL222C	2118	1919	1197	10.4618
YKL155C	1887	1688	2548	25.3171
YGR154C	1071	872	503	9.6747
YNL277W	1461	1262	472	6.27291
YOL061W	1491	1292	10459	135.773
YDL014W	984	785	24336	519.955
YFR013W	2364	2165	4148	32.1342
YCL064C	1083	884	2186	41.4748
YDR493W	372	173	464	44.984
YLR345W	1530	1331	1464	18.448
YGL022W	2157	1958	16005	137.097
YLR192C	798	599	8245	230.861
YOR265W	321	122.003	838	115.202
YCL019W	5313	5114	6137.16	20.1276
YDR031W	366	167	323	32.4394
YOR333C	417	218	2	0.153872
YDL190C	2886	2687	5439	33.9498
YKR083C	402	203	552	45.6068
YBR141C	1014	815	1539	31.6714
YAL008W	597	398	1390	58.5758
YDR453C	591	392	329	14.0765
YDR191W	1113	914	507	9.30353
YDR490C	2301	2102	1778	14.1868
YER107W-A	321	122.003	0	0
YLR459W	1185	986	2888	49.1254
YNL193W	1677	1478	2094	23.7623
YHR099W	11235	11036	7771	11.81
YLR360W	1320	1121	1422	21.2755
