GOI	CRISPR	chanel	pop	atlchanel	mCHeffect	mCHpval	GFPeffect	GFPpval	finalPV	heritability	synergy
BMH2a	a	GFP	low	all	-0.0829155776310708	2.50371383703706e-17	-0.18433665486153	2.02381375393529e-114	0		
BMH2a	a	mCH	high	fix	0.106502702283637	3.89007359876872e-29	-0.084162345368922	4.5913742385288e-28	0		
BMH2a	a	mCH	low	fix	-0.0708822142307701	6.8556893017625e-14	-0.0563352349176416	8.82649632533502e-13	0		
BMH2a	a	GFP	high	fix	-0.0503291119603295	1.56833689890447e-07	0.166861236347314	1.18664229284078e-89	0		
BMH2a	a	GFP	low	fix	-0.00978667226695773	0.334119724740089	-0.0998227338815667	1.46069188446631e-32	0		
BMH2i	i	mCH	high	all	0.112948430890185	5.90090577379783e-59	0.100539337280507	1.40476276422927e-27	0		
BMH2i	i	mCH	low	all	-0.0268374553340056	0.000481481460419791	0.0810424740710918	8.80420787405131e-17	0		
BMH2i	i	GFP	high	all	0.0414855899035178	7.19148482440387e-07	0.135368274136878	2.07780153855573e-43	0		
BMH2i	i	GFP	low	all	0.0577234306920342	1.12478344499822e-16	-0.0473117603750985	2.79620842349027e-07	0		
BMH2i	i	mCH	high	fix	-0.000914540886769899	0.890929307981349	-0.0438337115634919	4.33278028781744e-07	0		
BMH2i	i	mCH	low	fix	-0.0638153049477168	1.66863346366766e-17	0.00222549118677584	0.811826485482326	0		
BMH2i	i	GFP	high	fix	0.0490097036010244	9.3345319394857e-12	0.104304266349775	2.57377472483067e-28	0		
BMH2i	i	GFP	low	fix	0.0248863644121968	0.000290409808021057	-0.0668884113083354	5.75072909468518e-14	0		
GPD1a	a	mCH	high	all	0.192646294485849	2.10743381589025e-106	-0.0773229916400116	6.8003335821153e-14	0		
GPD1a	a	mCH	low	all	-0.132944804513084	1.28148302107576e-46	-0.151563352011816	6.77330618157327e-51	0		
GPD1a	a	GFP	high	all	0.0793447256026125	6.2189909214013e-18	0.354482092762355	1.00127602887835e-261	0		
GPD1a	a	GFP	low	all	-0.064610253601872	5.49571818428788e-12	-0.363297398473218	2.18270571627101e-312	0		
GPD1a	a	mCH	high	fix	0.0797079731387349	1.29125552171692e-20	-0.197459795194598	5.72379526725699e-108	0		
GPD1a	a	mCH	low	fix	-0.0965498051068483	8.97986155032578e-30	0.166590347200149	5.23143776344399e-65	0		
GPD1a	a	GFP	high	fix	-0.0448806370635806	1.29935355642607e-06	0.310548828554648	1.89534733297819e-209	0		
GPD1a	a	GFP	low	fix	0.0247885152908642	0.00483097938041345	-0.228153685470351	5.40811296483813e-114	0		
GPD1i	i	mCH	high	all	0.039758704609735	2.37616217511648e-10	-0.0218032156167034	0.0428762714455282	0		
GPD1i	i	mCH	low	all	-0.108872477501269	1.30199567363363e-48	0.00410229305673582	0.713924188641879	0		
GPD1i	i	GFP	high	all	-0.0718289560223546	1.66402780814594e-23	0.359852971811707	1.42685191447113e-221	0		
GPD1i	i	GFP	low	all	-0.0361392893414223	2.90852520501124e-08	-0.335241918571901	4.93185961330749e-215	0		
GPD1i	i	mCH	high	fix	0.00296034786751598	0.667416737426824	-0.177488481935724	7.77582326207269e-61	0		
GPD1i	i	mCH	low	fix	-0.108895786108564	9.21247941894745e-52	0.117610213173666	8.90000909204588e-25	0		
GPD1i	i	GFP	high	fix	-0.0769325796517979	1.10883952724775e-23	0.353485789725967	5.66000070925992e-201	0		
GPD1i	i	GFP	low	fix	-0.0642455313342438	1.67018446361105e-20	-0.265549522936853	3.11980652435785e-127	0		
MTD1a	a	mCH	high	all	0.0955556478210688	6.76682318950443e-31	0.039927624495868	1.67364848409016e-08	0		
MTD1a	a	mCH	low	all	-0.12359985725924	1.42200423217791e-50	-0.0369426765342373	1.25538352103816e-07	0		
MTD1a	a	GFP	high	all	-0.00163859249204101	0.840215606206136	0.0553721046354667	4.18789192237552e-15	0		
MTD1a	a	GFP	low	all	0.0100855504215005	0.222639320974485	-0.0912961655759705	5.43770797209941e-39	0		
MTD1a	a	mCH	high	fix	0.0758009622812956	7.29349361830144e-21	0.0228571569033349	0.000903395768331387	0		
MTD1a	a	mCH	low	fix	-0.114650421819601	9.2924145474075e-46	-0.0184328446852176	0.00818325817004978	0		
MTD1a	a	GFP	high	fix	0.00946846967235082	0.240960464600633	0.0884001368009146	3.11518776262756e-34	0		
MTD1a	a	GFP	low	fix	0.0783161864305733	5.8870057333879e-22	-0.0500784665962106	1.13649570309019e-12	0		
MTD1i	i	mCH	high	all	0.0368848539580906	2.53834901566613e-11	-0.0269635250421274	0.00312346591034783	0		
MTD1i	i	mCH	low	all	-0.0836420839480994	5.18568980901928e-48	-0.0553824080627363	7.74017005413519e-11	0		
MTD1i	i	GFP	high	all	-0.0110832463209292	0.0387713395616636	-0.0094645389829493	0.280783895974046	0		
MTD1i	i	GFP	low	all	0.0201705471430156	0.000119238511318933	-0.0529875566716127	5.27225795467208e-11	0		
MTD1i	i	mCH	high	fix	0.080615863071527	1.83190767233575e-43	-0.020493844287369	0.0224796806889698	0		
MTD1i	i	mCH	low	fix	-0.0914853228543837	2.79390540818007e-58	0.0234757475877592	0.00579755033916091	0		
MTD1i	i	GFP	high	fix	0.062517771743817	9.81454320918705e-35	0.0834951066937224	1.11714051029699e-26	0		
MTD1i	i	GFP	low	fix	0.110680478749062	7.42973017703783e-114	-0.0728815482739762	1.78295869029877e-21	0		
NAi	i	mCH	high	all	0.141060325183171	2.7745024127913e-114	-0.0380680494726882	0.00556246019299293	0		
NAi	i	mCH	low	all	-0.0634526525017751	1.42984047196711e-14	-0.0282186529730986	0.0334157151993002	0		
NAi	i	GFP	high	all	0.105885610228455	9.34643675197171e-58	0.0645433950751846	1.86375598164131e-06	0		
NAi	i	GFP	low	all	0.0283445434028735	9.9423480425925e-05	-0.113310796637173	1.79789364049641e-16	0		
NAi	i	mCH	high	fix	0.0216913343548892	3.75190057103046e-06	-0.0912212770739558	2.21111248149148e-10	0		
NAi	i	mCH	low	fix	-0.16553051251587	3.04302133855209e-96	0.120949356450604	9.13982118023553e-19	0		
NAi	i	GFP	high	fix	0.0402620448280153	9.43542648721795e-13	0.0881179793415043	2.12842375603783e-10	0		
NAi	i	GFP	low	fix	0.0285596990174319	1.82946099469272e-06	-0.0439021272508224	0.00215281234167496	0		
TDH3a	a	mCH	high	all	0.169326512320509	1.12269730192795e-86	0.0354823277823382	6.41043694176101e-05	0		
TDH3a	a	mCH	low	all	-0.10781239029529	1.35187778880026e-24	-0.0210760600685891	0.0264907803679856	0		
TDH3a	a	GFP	high	all	0.0660364971741796	1.39272061579682e-14	0.089960685565929	2.6959180019465e-24	0		
TDH3a	a	GFP	low	all	-0.0547382775408796	1.66507766489192e-09	-0.0959360070552613	2.6747097072224e-25	0		
TDH3a	a	mCH	high	fix	0.0774654863620086	1.58567886290149e-23	0.0126529985119692	0.277296537437693	0		
TDH3a	a	mCH	low	fix	-0.141271287266086	9.81177685834735e-66	0.0682638598820091	6.35358354501901e-09	0		
TDH3a	a	GFP	high	fix	-0.0766657207460124	1.43656942044749e-25	0.109128648520681	2.02968789005861e-32	0		
TDH3a	a	GFP	low	fix	-0.045228991767436	1.68913245094811e-09	-0.129908745212752	4.91304198935208e-48	0		
TDH3i	i	mCH	high	all	0.0248902994824114	3.6967006089326e-06	-0.0254908050659104	0.0379917037843168	0		
TDH3i	i	mCH	low	all	-0.0295834275462692	4.06992058294533e-07	0.0252393133091857	0.037450661539167	0		
TDH3i	i	GFP	high	all	0.0690305045278485	1.23002136891678e-36	0.165597965182073	1.39153686463153e-51	0		
TDH3i	i	GFP	low	all	0.0176644504717665	0.000258182560571259	-0.185513423232296	2.09140676325771e-66	0		
TDH3i	i	mCH	high	fix	-0.049718274986386	4.15369029012049e-24	-0.100137176333478	9.33435007457883e-21	0		
TDH3i	i	mCH	low	fix	-0.0275063082151501	2.57981827065071e-08	0.13031634676226	7.35287063335837e-29	0		
TDH3i	i	GFP	high	fix	-0.0129539426425929	0.016832338101457	0.231347779767988	9.84724625362497e-74	0		
TDH3i	i	GFP	low	fix	-0.046950465107475	2.28635794358944e-19	-0.117386496654882	1.61934449279541e-23	0		
UGP1a	a	mCH	high	all	0.0895566853925658	2.82475397151889e-28	-0.0134507875129835	0.144393251444321	0		
UGP1a	a	mCH	low	all	-0.0922682457660784	6.92994656488249e-31	0.0150623411604665	0.106390517491064	0		
UGP1a	a	GFP	high	all	-0.0147678948649066	0.0683501854930719	0.288183493163732	1.35943838215695e-178	0		
UGP1a	a	GFP	low	all	-0.0385224022246931	1.85266974641702e-06	-0.199019358266507	5.79786507489775e-111	0		
UGP1a	a	mCH	high	fix	0.135761488646608	6.23690362340674e-58	-0.116465331388444	3.37258064977756e-42	0		
UGP1a	a	mCH	low	fix	-0.0728610749634919	4.22148217696587e-18	0.0718822941539923	6.25112384057866e-15	0		
UGP1a	a	GFP	high	fix	-0.0835143669056224	1.88076661445371e-25	0.347698327317551	1.90876146815868e-263	0		
UGP1a	a	GFP	low	fix	0.0338975468333462	2.16783356053972e-05	-0.11183813709278	1.93111003560427e-39	0		
UGP1i	i	mCH	high	all	0.0121258465488356	0.0209361767438988	-0.0198993118811046	0.0373470094068684	0		
UGP1i	i	mCH	low	all	-0.0495776384451272	2.82784938066204e-21	0.145930699253829	6.14363850318061e-49	0		
UGP1i	i	GFP	high	all	-0.115486037065489	6.35226258850412e-31	0.515817303164797	0	0		
UGP1i	i	GFP	low	all	-0.022675265812417	8.58380985372817e-06	-0.194676966655227	9.37738557322811e-98	0		
UGP1i	i	mCH	high	fix	-0.00341841014433086	0.532468094655079	-0.157461689073686	8.79809976698437e-67	0		
UGP1i	i	mCH	low	fix	-0.0856802428752204	3.91478539989395e-40	0.101941412051988	7.26280634647693e-26	0		
UGP1i	i	GFP	high	fix	-0.0008458454387128	0.871915057922391	0.340894850413433	1.0742263422858e-253	0		
UGP1i	i	GFP	low	fix	0.0175573861033804	0.000411311867470619	-0.208680183228569	3.1104546382599e-119	0		
