GOI	CRISPR	chanel	pop	atlchanel	mCHeffect	mCHpval	GFPeffect	GFPpval	finalPV	heritability	synergy
MTD1a	a	GFP	high	fix	-0.0688477167582224	2.37859720285604e-18	0.138478603397125	1.62394856608473e-84	0		
MTD1i	i	mCH	high	all	0.12052693790619	5.79662555840176e-96	0.0284188830206089	0.0013820839803322	0		
MTD1i	i	GFP	high	all	-0.0312537934639447	8.50268737934396e-10	0.0435230176886634	7.60411642710229e-08	0		
MTD1i	i	mCH	high	fix	0.172101185925911	1.47722685895078e-182	-0.0439695918751282	5.39375420754657e-07	0		
MTD1i	i	GFP	high	fix	-0.0481627070052451	3.05493321397687e-19	0.156376654967699	2.20509401579948e-79	0		
NAi	i	mCH	high	all	0.204512977684946	1.78252665932059e-144	-0.0098493964995896	0.464020303193963	0		
NAi	i	GFP	high	all	0.0775410668255816	8.88623492262417e-27	0.177854191712358	4.35088506617716e-38	0		
NAi	i	mCH	high	fix	0.187221846870759	4.66719703713186e-116	-0.212170633524559	1.15491671732918e-49	0		
NAi	i	GFP	high	fix	0.0117023458105834	0.0470052300347846	0.132020106592327	6.02465571473516e-22	0		
TDH3a	a	mCH	high	all	0.2771389026158	3.77613098971521e-172	0.0565583878509273	4.94417474690741e-09	0		
TDH3a	a	GFP	high	all	0.120774774715059	1.29108126427042e-48	0.18589669262119	1.22431549734305e-86	0		
TDH3a	a	mCH	high	fix	0.218736773628095	3.80920809111843e-182	-0.0556108613700399	9.64588799732882e-10	0		
TDH3a	a	GFP	high	fix	-0.0314367289785764	2.10896278805174e-05	0.239037393733433	1.69904488646867e-153	0		
TDH3i	i	mCH	high	all	0.0544737270286806	1.82175377499046e-18	-0.0507301183750961	7.2447443744306e-05	0		
TDH3i	i	GFP	high	all	0.0513660540560821	6.75759496582826e-22	0.351111388414369	1.41353341485925e-257	0		
TDH3i	i	mCH	high	fix	-0.0222119667712359	2.66140105372544e-06	-0.230453523095738	1.36920130128915e-80	0		
TDH3i	i	GFP	high	fix	0.0339965224648822	1.35713574353103e-11	0.348734276422871	3.19600484189162e-164	0		
UGP1a	a	mCH	high	all	0.181824931158644	1.23562970438174e-115	-0.0285131286734499	0.00139307635698304	0		
UGP1a	a	GFP	high	all	0.0237545073597865	0.0028975615137483	0.487202851430239	0	0		
UGP1a	a	mCH	high	fix	0.2086225636101	1.18362431145978e-144	-0.188347625542436	7.74515327059507e-97	0		
UGP1a	a	GFP	high	fix	-0.117411913738969	3.07833972447842e-50	0.459536464410331	0	0		
UGP1i	i	mCH	high	all	0.0617034849939628	8.14676359638817e-32	-0.165830011134934	4.74306514784026e-66	0		
UGP1i	i	GFP	high	all	-0.0928107712530721	6.47710633452549e-21	0.710494269820024	0	0		
UGP1i	i	mCH	high	fix	0.0822618327308895	1.74324209954519e-40	-0.259403101125674	1.25416988093071e-158	0		
UGP1i	i	GFP	high	fix	-0.0184032315420932	0.000290171852984603	0.549575033642002	0	0		
